csv_outfile;preds;target;corrected?
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\855234-hd_1280_720_28fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\854070-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\8064156-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\79911-570708342_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\7131681-hd_1080_2048_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6968181-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6967877-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\68413-528670667_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6775923-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6768504-hd_1080_2048_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6768306-hd_1080_2048_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6432883-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6403563-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\6283922-hd_1080_1920_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\62402-504238747_medium_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4824124-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\9574151-hd_2048_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\47889-452144042_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4525902-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\153663-805688996_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\143325-782178558_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\14121184-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\14121175-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13589187_1080_1920_60fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13455606_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13455594_1080_1920_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13455588_1080_1920_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13444158_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\163395-827856005_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\133858-758182528_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13341335_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13283153_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\12773184_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\125899-735656332_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\12075744-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\11910087_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\117075-710546413_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\11584960-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\11574636-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\13382959_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\17429991-hd_1080_1920_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\17469008-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\214875_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4485487-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4482955-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4440699-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\41348-429396499_large_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4028453-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3628388-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3490083-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3211457-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3207799-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3192197-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3192084-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\3138266-hd_1080_1920_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\2927940-hd_2048_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\2908570-hd_2048_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\2836356-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\2620043-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\2533765-hd_2048_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\2406491-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\225245_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\224207_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\217739_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\4684200-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_temp_stabilize__20250730.093332\97842-649761078_results.csv;positive;positive;1
