csv_outfile;preds;target;corrected?
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP15_results.csv;negative;positive;0
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP7_results.csv;negative;positive;0
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP12_results.csv;positive;negative;0
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP20_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP25_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP26_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP27_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP21_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP11_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP31_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP29_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP30_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP1_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP36_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP37_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP39_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP3_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP43_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP44_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP45_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP46_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP47_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP49_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP6_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP28_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP19_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP8_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP16_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP13_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP14_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP19_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP1_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP20_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP21_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP22_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP23_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP26_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP29_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP2_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP17_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP31_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP34_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP35_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP36_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP38_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP3_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP41_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP43_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP45_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP4_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP8_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP12_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\FP32_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFire__mt_temp_stabilize__20250729.173615\VP9_results.csv;positive;positive;1
