csv_outfile;preds;target;corrected?
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP36_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP3_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP39_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP43_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP44_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP45_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP46_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP47_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP49_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP6_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP37_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP26_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP20_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP21_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP19_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP1_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP20_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP21_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP22_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP2_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP31_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP32_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP25_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP3_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP4_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP8_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP12_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP16_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP17_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP19_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP1_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP8_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\FP41_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_stabilize__20250731.102126\VP9_results.csv;positive;positive;1
