csv_outfile;preds;target;corrected?
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\47889-452144042_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\4525902-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\153663-805688996_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\143325-782178558_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\14121184-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\14121175-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13589187_1080_1920_60fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13455606_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13455594_1080_1920_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13455588_1080_1920_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13444158_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\163395-827856005_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\133858-758182528_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13341335_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13283153_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\12773184_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\125899-735656332_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\12075744-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\11910087_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\117075-710546413_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\11584960-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\11574636-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\13382959_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\17429991-hd_1080_1920_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\17469008-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\214875_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\4485487-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\4482955-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\4440699-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\41348-429396499_large_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\4028453-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3628388-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3490083-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3211457-hd_1920_1080_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3207799-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3192197-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3192084-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\3138266-hd_1080_1920_30fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\2927940-hd_2048_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\2908570-hd_2048_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\2836356-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\2620043-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\2533765-hd_2048_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\2406491-hd_1920_1080_24fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\225245_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\224207_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\217739_small_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\4684200-hd_1920_1080_25fps_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_pexels__mt_no_temp__20250730.182811\97842-649761078_results.csv;positive;positive;1
