video;num_frames;frame_idx;elapsed_time;class_names;logits;probs;pred_label_idx;pred_label
aihub__lb_none__0175.mp4;360;31;0.001631088089197874;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;32;0.0017672269605100155;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;33;0.002335985889658332;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;34;0.042256037013430524;['Fire', 'None', 'SmokeOnly'];[-1.0878790616989136, -0.4116767346858978, 1.241926908493042];[0.07551535218954086, 0.14849305152893066, 0.775991678237915];2;SmokeOnly
aihub__lb_none__0175.mp4;360;35;0.042623244007700074;['Fire', 'None', 'SmokeOnly'];[-1.0928175449371338, -0.4221080541610718, 1.2639847993850708];[0.07400409877300262, 0.14472423493862152, 0.7812716960906982];2;SmokeOnly
aihub__lb_none__0175.mp4;360;36;0.041971553022449364;['Fire', 'None', 'SmokeOnly'];[-1.0945090055465698, -0.4173917770385742, 1.2597286701202393];[0.07408344000577927, 0.14581067860126495, 0.7801058292388916];2;SmokeOnly
aihub__lb_none__0175.mp4;360;37;0.002216770895756781;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;38;0.001823888043873012;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;39;0.04322486097225917;['Fire', 'None', 'SmokeOnly'];[-1.0905349254608154, -0.46790850162506104, 1.3021303415298462];[0.07242997735738754, 0.1349962055683136, 0.7925737500190735];2;SmokeOnly
aihub__lb_none__0175.mp4;360;40;0.044542094088683294;['Fire', 'None', 'SmokeOnly'];[-1.0982251167297363, -0.4615805745124817, 1.3076386451721191];[0.07154031842947006, 0.13522037863731384, 0.7932392954826355];2;SmokeOnly
aihub__lb_none__0175.mp4;360;41;0.043307397041644435;['Fire', 'None', 'SmokeOnly'];[-1.095609426498413, -0.46428370475769043, 1.3076844215393066];[0.07173783332109451, 0.1348744034767151, 0.793387770652771];2;SmokeOnly
aihub__lb_none__0175.mp4;360;42;0.0446089730467065;['Fire', 'None', 'SmokeOnly'];[-1.0986648797988892, -0.4612104594707489, 1.307710886001587];[0.07150343060493469, 0.13526014983654022, 0.7932363748550415];2;SmokeOnly
aihub__lb_none__0175.mp4;360;43;0.04488861603022082;['Fire', 'None', 'SmokeOnly'];[-1.0975432395935059, -0.4595661461353302, 1.3047425746917725];[0.0717306062579155, 0.1357608139514923, 0.7925085425376892];2;SmokeOnly
aihub__lb_none__0175.mp4;360;44;0.04562803698354401;['Fire', 'None', 'SmokeOnly'];[-1.0920915603637695, -0.4663284420967102, 1.3066498041152954];[0.07205139845609665, 0.13471247255802155, 0.7932361364364624];2;SmokeOnly
aihub__lb_none__0175.mp4;360;45;0.0460380310178152;['Fire', 'None', 'SmokeOnly'];[-1.0896070003509521, -0.4658820629119873, 1.3032959699630737];[0.072405606508255, 0.13509909808635712, 0.7924953103065491];2;SmokeOnly
aihub__lb_none__0175.mp4;360;46;0.04395484104315981;['Fire', 'None', 'SmokeOnly'];[-1.0882370471954346, -0.4675794243812561, 1.3042223453521729];[0.07246104627847672, 0.13478848338127136, 0.7927504777908325];2;SmokeOnly
aihub__lb_none__0175.mp4;360;47;0.04223366407677522;['Fire', 'None', 'SmokeOnly'];[-1.0837353467941284, -0.47286245226860046, 1.3034679889678955];[0.07285946607589722, 0.13420993089675903, 0.7929306030273438];2;SmokeOnly
aihub__lb_none__0175.mp4;360;48;0.04384024690807562;['Fire', 'None', 'SmokeOnly'];[-1.086977481842041, -0.47394436597824097, 1.3065507411956787];[0.07247380167245865, 0.13378824293613434, 0.7937380075454712];2;SmokeOnly
aihub__lb_none__0175.mp4;360;49;0.0430488581187091;['Fire', 'None', 'SmokeOnly'];[-1.080256462097168, -0.4744792580604553, 1.3053239583969116];[0.07300311326980591, 0.13379107415676117, 0.7932057976722717];2;SmokeOnly
aihub__lb_none__0175.mp4;360;50;0.04285259598691477;['Fire', 'None', 'SmokeOnly'];[-1.0690783262252808, -0.4591076076030731, 1.2663577795028687];[0.07590510696172714, 0.13969406485557556, 0.7844008207321167];2;SmokeOnly
aihub__lb_none__0175.mp4;360;51;0.04578838196175631;['Fire', 'None', 'SmokeOnly'];[-1.0759193897247314, -0.4651733338832855, 1.2778635025024414];[0.0748104602098465, 0.13778625428676605, 0.7874032855033875];2;SmokeOnly
aihub__lb_none__0175.mp4;360;52;0.04732410196447745;['Fire', 'None', 'SmokeOnly'];[-1.0775307416915894, -0.4608505666255951, 1.2793039083480835];[0.07456984370946884, 0.13816054165363312, 0.787269651889801];2;SmokeOnly
aihub__lb_none__0175.mp4;360;53;0.044548534009663805;['Fire', 'None', 'SmokeOnly'];[-1.073311448097229, -0.4687596559524536, 1.2820219993591309];[0.07478272169828415, 0.1368846297264099, 0.7883327007293701];2;SmokeOnly
aihub__lb_none__0175.mp4;360;54;0.04475365000689628;['Fire', 'None', 'SmokeOnly'];[-1.0741151571273804, -0.46903717517852783, 1.2833260297775269];[0.07465314865112305, 0.13671940565109253, 0.7886273860931396];2;SmokeOnly
aihub__lb_none__0175.mp4;360;55;0.045569036963570356;['Fire', 'None', 'SmokeOnly'];[-1.0831186771392822, -0.4931889474391937, 1.3212287425994873];[0.07207173854112625, 0.13000744581222534, 0.797920823097229];2;SmokeOnly
aihub__lb_none__0175.mp4;360;56;0.04462220294226423;['Fire', 'None', 'SmokeOnly'];[-1.0822139978408813, -0.496584951877594, 1.3242933750152588];[0.07198769599199295, 0.129298597574234, 0.798713743686676];2;SmokeOnly
aihub__lb_none__0175.mp4;360;57;0.044127341941930284;['Fire', 'None', 'SmokeOnly'];[-1.0818355083465576, -0.5029415488243103, 1.3310058116912842];[0.07168610394001007, 0.12789258360862732, 0.8004212975502014];2;SmokeOnly
aihub__lb_none__0175.mp4;360;58;0.04596555302850899;['Fire', 'None', 'SmokeOnly'];[-1.0818026065826416, -0.4998117983341217, 1.3260571956634521];[0.07194370776414871, 0.1287502944469452, 0.7993059754371643];2;SmokeOnly
aihub__lb_none__0175.mp4;360;59;0.04319284299708666;['Fire', 'None', 'SmokeOnly'];[-1.083038091659546, -0.4914470314979553, 1.317388892173767];[0.07228178530931473, 0.1306031048297882, 0.7971150875091553];2;SmokeOnly
aihub__lb_none__0175.mp4;360;60;0.04394396510178919;['Fire', 'None', 'SmokeOnly'];[-1.108095645904541, -0.45599254965782166, 1.3153105974197388];[0.07040367275476456, 0.13514503836631775, 0.7944512963294983];2;SmokeOnly
aihub__lb_none__0175.mp4;360;61;0.043644355973810875;['Fire', 'None', 'SmokeOnly'];[-1.1183818578720093, -0.47728535532951355, 1.3632965087890625];[0.06729526817798615, 0.12776421010494232, 0.8049405217170715];2;SmokeOnly
aihub__lb_none__0175.mp4;360;62;0.04375458498543587;['Fire', 'None', 'SmokeOnly'];[-1.100609302520752, -0.49274376034736633, 1.3562796115875244];[0.06894192844629288, 0.1266123652458191, 0.804445743560791];2;SmokeOnly
aihub__lb_none__0175.mp4;360;63;0.044580957001016885;['Fire', 'None', 'SmokeOnly'];[-1.1100873947143555, -0.4772121012210846, 1.3499904870986938];[0.06854602694511414, 0.12907330691814423, 0.8023806214332581];2;SmokeOnly
aihub__lb_none__0175.mp4;360;64;0.04422188804892351;['Fire', 'None', 'SmokeOnly'];[-1.1107898950576782, -0.44495320320129395, 1.3163774013519287];[0.07006298750638962, 0.1363508701324463, 0.7935861349105835];2;SmokeOnly
aihub__lb_none__0175.mp4;360;65;0.04242303100181737;['Fire', 'None', 'SmokeOnly'];[-1.1053576469421387, -0.4530510902404785, 1.3248599767684937];[0.07002153247594833, 0.13443885743618011, 0.7955395579338074];2;SmokeOnly
aihub__lb_none__0175.mp4;360;66;0.04318737801077071;['Fire', 'None', 'SmokeOnly'];[-1.1079789400100708, -0.4487082064151764, 1.3227691650390625];[0.06992634385824203, 0.1351943165063858, 0.7948794364929199];2;SmokeOnly
aihub__lb_none__0175.mp4;360;67;0.04328843505936668;['Fire', 'None', 'SmokeOnly'];[-1.1111748218536377, -0.45037969946861267, 1.3286727666854858];[0.06940770894289017, 0.13439629971981049, 0.7961959838867188];2;SmokeOnly
aihub__lb_none__0175.mp4;360;68;0.04400110500137083;['Fire', 'None', 'SmokeOnly'];[-1.1127049922943115, -0.45260119438171387, 1.3343925476074219];[0.0690142884850502, 0.13354216516017914, 0.7974435687065125];2;SmokeOnly
aihub__lb_none__0175.mp4;360;69;0.0022038109600543976;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;70;0.002561668981797993;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;71;0.0022539390483871102;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;72;0.002187316073104739;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;73;0.0024249949492514133;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;74;0.0019981570076197386;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;75;0.0021673929877579212;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;76;0.002479194081388414;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;77;0.0023108150344341993;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;78;0.0021221929928287864;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;79;0.0023308449890464544;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;80;0.0022226619767025113;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;81;0.0021033399971202016;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;82;0.0022109870333224535;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;83;0.002078812103718519;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;84;0.0024779080413281918;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;85;0.0021799260284751654;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;86;0.0024632338900119066;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;87;0.0024193190038204193;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;88;0.002189564984291792;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;89;0.002380650956183672;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;90;0.0027109819930046797;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;91;0.002622080035507679;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;92;0.0023173490772023797;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;93;0.0028368380153551698;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;94;0.002765286946669221;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;95;0.002210880978964269;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;96;0.002921776962466538;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;97;0.002076669945381582;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;98;0.002137723029591143;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;99;0.0020434660837054253;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;100;0.0024827279848977923;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;101;0.002488833968527615;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;102;0.002536927000619471;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;103;0.0020987349562346935;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;104;0.001942032016813755;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;105;0.0026330050313845277;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;106;0.0022511540446430445;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;107;0.002446310012601316;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;108;0.00233148701954633;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;109;0.0026559269754216075;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;110;0.0022494399454444647;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;111;0.04340156599937464;['Fire', 'None', 'SmokeOnly'];[-1.0728687047958374, -0.5547023415565491, 1.3837459087371826];[0.06971459835767746, 0.11704705655574799, 0.8132383227348328];2;SmokeOnly
aihub__lb_none__0175.mp4;360;112;0.0452488369410275;['Fire', 'None', 'SmokeOnly'];[-1.0713361501693726, -0.5420414805412292, 1.3701127767562866];[0.07048501819372177, 0.11966485530138016, 0.8098500967025757];2;SmokeOnly
aihub__lb_none__0175.mp4;360;113;0.050011310013360344;['Fire', 'None', 'SmokeOnly'];[-1.0681679248809814, -0.5396965742111206, 1.3637776374816895];[0.07103614509105682, 0.12050126492977142, 0.8084626197814941];2;SmokeOnly
aihub__lb_none__0175.mp4;360;114;0.05397086895391107;['Fire', 'None', 'SmokeOnly'];[-1.0720158815383911, -0.5527602434158325, 1.3851498365402222];[0.06967446953058243, 0.11710719019174576, 0.8132184147834778];2;SmokeOnly
aihub__lb_none__0175.mp4;360;115;0.002176176058128476;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;116;0.001996551058255136;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;117;0.0027970989467576146;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;118;0.0027560750022530556;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;119;0.0025000800378620625;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;120;0.0026394319720566273;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;121;0.042843174000154166;['Fire', 'None', 'SmokeOnly'];[-1.0623509883880615, -0.5081712603569031, 1.3300460577011108];[0.07309836894273758, 0.12722863256931305, 0.7996730804443359];2;SmokeOnly
aihub__lb_none__0175.mp4;360;122;0.04355023692187383;['Fire', 'None', 'SmokeOnly'];[-1.0487713813781738, -0.4716089367866516, 1.2621480226516724];[0.07773227989673615, 0.13843943178653717, 0.7838281989097595];2;SmokeOnly
aihub__lb_none__0175.mp4;360;123;0.043704133095161427;['Fire', 'None', 'SmokeOnly'];[-1.0518348217010498, -0.48494094610214233, 1.2803744077682495];[0.07654943317174911, 0.1349400281906128, 0.7885105609893799];2;SmokeOnly
aihub__lb_none__0175.mp4;360;124;0.002929275040514767;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;125;0.0020549260079860687;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;126;0.0021593590499833226;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;127;0.0019811269594356418;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;128;0.0020717430161312222;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;129;0.001914076041430235;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;130;0.0021286190021783113;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;131;0.0032979509560391307;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;132;0.002211308921687305;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;133;0.0021696420153602958;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;134;0.002613189979456365;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;135;0.0018588060047477484;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;136;0.002093380084261298;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;137;0.0020187230547890067;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;138;0.002378936973400414;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;139;0.0018958660075441003;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;140;0.0017765449592843652;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;141;0.002360086073167622;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;142;0.00216835702303797;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;143;0.002076455974020064;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;144;0.0020278269657865167;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
aihub__lb_none__0175.mp4;360;145;0.002478657988831401;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped
