video;num_frames;frame_idx;elapsed_time;class_names;logits;probs;pred_label_idx;pred_label;eager_mode;SKIP_Only
aihub__lb_smoke__0208.mp4;360;27;0.001767544;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;28;0.001713873;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;29;0.001823767;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;30;0.002024317;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;31;0.001805381;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;32;0.001630018;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;33;0.001894655;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;34;0.001814414;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;35;0.001690917;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;36;0.001583786;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;37;0.003521698;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;38;0.001825255;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;39;0.001855544;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;40;0.001717275;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;41;0.001748414;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;42;0.053642126;['Fire', 'None', 'SmokeOnly'];[-1.6256269216537476, 0.7063630819320679, 0.7637943625450134];[0.04503370076417923, 0.4637756943702698, 0.4911905825138092];2;SmokeOnly;TRUE;SmokeOnly
aihub__lb_smoke__0208.mp4;360;43;0.043303834;['Fire', 'None', 'SmokeOnly'];[-1.598456621170044, 0.6749996542930603, 0.7691977620124817];[0.04676121845841408, 0.45418763160705566, 0.49905112385749817];2;SmokeOnly;TRUE;SmokeOnly
aihub__lb_smoke__0208.mp4;360;44;0.041610898;['Fire', 'None', 'SmokeOnly'];[-1.5933687686920166, 0.6064659357070923, 0.8235358595848083];[0.047092895954847336, 0.4249437749385834, 0.5279633402824402];2;SmokeOnly;TRUE;SmokeOnly
aihub__lb_smoke__0208.mp4;360;45;0.04015773;['Fire', 'None', 'SmokeOnly'];[-1.5998159646987915, 0.5988668203353882, 0.8330113291740417];[0.046719860285520554, 0.42109227180480957, 0.5321878790855408];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;46;0.041156657;['Fire', 'None', 'SmokeOnly'];[-1.6075464487075806, 0.5938701033592224, 0.850023627281189];[0.04605278745293617, 0.4162162244319916, 0.5377309918403625];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;47;0.039493904;['Fire', 'None', 'SmokeOnly'];[-1.6012343168258667, 0.521146833896637, 0.9313077330589294];[0.04558621346950531, 0.38069039583206177, 0.5737233757972717];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;48;0.040944309;['Fire', 'None', 'SmokeOnly'];[-1.595533847808838, 0.49297839403152466, 0.9676439762115479];[0.04535171017050743, 0.3661195933818817, 0.5885286927223206];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;49;0.04187798;['Fire', 'None', 'SmokeOnly'];[-1.4227476119995117, 0.6658872365951538, 0.4777211844921112];[0.06344003975391388, 0.5122076272964478, 0.4243523180484772];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;50;0.041143159;['Fire', 'None', 'SmokeOnly'];[-1.4239377975463867, 0.6221510171890259, 0.5331071615219116];[0.06322728097438812, 0.48922601342201233, 0.44754666090011597];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;51;0.041764686;['Fire', 'None', 'SmokeOnly'];[-1.5011684894561768, 0.7370458245277405, 0.49579116702079773];[0.05635962635278702, 0.5284601449966431, 0.4151802361011505];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;52;0.04275851;['Fire', 'None', 'SmokeOnly'];[-1.4704300165176392, 0.594629168510437, 0.6267867684364319];[0.05872252583503723, 0.4630720913410187, 0.4782053828239441];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;53;0.046039485;['Fire', 'None', 'SmokeOnly'];[-1.4215022325515747, 0.5996447205543518, 0.5644481182098389];[0.06315945088863373, 0.476662814617157, 0.4601777195930481];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;54;0.044431891;['Fire', 'None', 'SmokeOnly'];[-1.5117743015289307, 0.5771899223327637, 0.674343466758728];[0.055626217275857925, 0.4492676258087158, 0.49510619044303894];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;55;0.056695235;['Fire', 'None', 'SmokeOnly'];[-1.48830246925354, 0.5056827068328857, 0.736017644405365];[0.056844212114810944, 0.41750630736351013, 0.5256494283676147];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;56;0.04568132;['Fire', 'None', 'SmokeOnly'];[-1.4442414045333862, 0.286552369594574, 0.9577249884605408];[0.05652909725904465, 0.31911423802375793, 0.6243566870689392];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;57;0.041809004;['Fire', 'None', 'SmokeOnly'];[-1.4702982902526855, 0.3326217532157898, 0.9564906358718872];[0.0543779581785202, 0.3299294710159302, 0.6156925559043884];2;SmokeOnly;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;58;0.042035805;['Fire', 'None', 'SmokeOnly'];[-1.5091036558151245, 0.7229638695716858, 0.5315093398094177];[0.055511023849248886, 0.5173135995864868, 0.427175372838974];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;59;0.041836318;['Fire', 'None', 'SmokeOnly'];[-1.479936957359314, 0.9215749502182007, 0.2602996826171875];[0.056374408304691315, 0.6223652362823486, 0.32126036286354065];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;60;0.03988459;['Fire', 'None', 'SmokeOnly'];[-1.4936186075210571, 1.0412070751190186, 0.11608428508043289];[0.053718507289886475, 0.6776177287101746, 0.2686637341976166];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;61;0.039400378;['Fire', 'None', 'SmokeOnly'];[-1.4185597896575928, 0.5885193347930908, 0.5568847060203552];[0.06389216333627701, 0.47545668482780457, 0.4606512188911438];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;62;0.039139673;['Fire', 'None', 'SmokeOnly'];[-1.333088994026184, 0.6465767621994019, 0.40030956268310547];[0.07194151729345322, 0.5208798050880432, 0.40717869997024536];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;63;0.039277305;['Fire', 'None', 'SmokeOnly'];[-1.496002435684204, 0.8506317138671875, 0.37569329142570496];[0.05571140721440315, 0.5822029709815979, 0.36208561062812805];1;None;TRUE;skipped
aihub__lb_smoke__0208.mp4;360;64;0.040240203;['Fire', 'None', 'SmokeOnly'];[-1.4589743614196777, 0.7764557003974915, 0.4217166006565094];[0.059141725301742554, 0.553004801273346, 0.3878534734249115];1;None;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;65;0.002187457;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;66;0.001985738;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;67;0.001880946;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;68;0.002042491;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;69;0.002026125;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;70;0.00225165;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;71;0.04346081;['Fire', 'None', 'SmokeOnly'];[-1.6331936120986938, 0.9662373065948486, 0.4782218039035797];[0.04402182623744011, 0.5923612117767334, 0.3636170029640198];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;72;0.044020693;['Fire', 'None', 'SmokeOnly'];[-1.6111027002334595, 0.8880845904350281, 0.5349171757698059];[0.046033408492803574, 0.5603460669517517, 0.39362049102783203];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;73;0.05164236;['Fire', 'None', 'SmokeOnly'];[-1.6350167989730835, 1.6448880434036255, -0.33450454473495483];[0.03200571611523628, 0.8504956364631653, 0.11749864369630814];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;74;0.04289136;['Fire', 'None', 'SmokeOnly'];[-1.6525635719299316, 1.622320294380188, -0.28070881962776184];[0.031864576041698456, 0.8425043225288391, 0.12563107907772064];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;75;0.043000298;['Fire', 'None', 'SmokeOnly'];[-1.6729313135147095, 1.645814299583435, -0.27386972308158875];[0.03060249611735344, 0.8454146385192871, 0.12398282438516617];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;76;0.042103719;['Fire', 'None', 'SmokeOnly'];[-1.6792439222335815, 1.6209871768951416, -0.2500462234020233];[0.03096526674926281, 0.8397440314292908, 0.12929074466228485];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;77;0.041334145;['Fire', 'None', 'SmokeOnly'];[-1.7215951681137085, 1.6003050804138184, -0.17094005644321442];[0.029915466904640198, 0.8290463089942932, 0.1410382091999054];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;78;0.042276424;['Fire', 'None', 'SmokeOnly'];[-1.7857013940811157, 1.3900095224380493, 0.16264909505844116];[0.03128819167613983, 0.7491593360900879, 0.2195524424314499];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;79;0.041398338;['Fire', 'None', 'SmokeOnly'];[-1.7877373695373535, 1.3918637037277222, 0.17149777710437775];[0.03112252801656723, 0.7480973601341248, 0.2207801192998886];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;80;0.001782211;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;81;0.002039835;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;82;0.00190454;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;83;0.001758723;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;84;0.001708772;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;85;0.00206396;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;86;0.001897525;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;87;0.002094144;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;88;0.001833757;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;89;0.002040578;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;90;0.001660734;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;91;0.001789545;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;92;0.001830994;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;93;0.00212911;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;94;0.001862452;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;95;0.002009864;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;96;0.001802723;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;97;0.001907515;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;98;0.002054926;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;99;0.001931535;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;100;0.001962675;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;101;0.001769139;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;102;0.042077149;['Fire', 'None', 'SmokeOnly'];[-1.760730266571045, 1.0708309412002563, 0.5343075394630432];[0.03584647923707962, 0.6083840727806091, 0.35576945543289185];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;103;0.042158772;['Fire', 'None', 'SmokeOnly'];[-1.7612401247024536, 1.0373551845550537, 0.5646095871925354];[0.03615729138255119, 0.593759298324585, 0.37008339166641235];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;104;0.041473371;['Fire', 'None', 'SmokeOnly'];[-1.7555515766143799, 1.0628509521484375, 0.5413159728050232];[0.036110129207372665, 0.604847252368927, 0.35904258489608765];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;105;0.001805274;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;106;0.001812608;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;107;0.042401728;['Fire', 'None', 'SmokeOnly'];[-1.721753716468811, 1.0008063316345215, 0.6274346709251404];[0.0374583825469017, 0.5700878500938416, 0.39245378971099854];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;108;0.047666102;['Fire', 'None', 'SmokeOnly'];[-1.6987342834472656, 0.8396716117858887, 0.806596577167511];[0.03859947994351387, 0.4886491000652313, 0.4727513790130615];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;109;0.043957776;['Fire', 'None', 'SmokeOnly'];[-1.657335638999939, 1.1725462675094604, 0.3372562825679779];[0.039537157863378525, 0.6698962450027466, 0.290566623210907];1;None;FALSE;None
aihub__lb_smoke__0208.mp4;360;110;0.002286617;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;111;0.002767428;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;112;0.002355487;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;113;0.002321264;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;114;0.002485786;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;115;0.002369622;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;116;0.002595999;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;117;0.002728742;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;118;0.002646375;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;119;0.002076394;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;120;0.002332955;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;121;0.002063853;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;122;0.002796336;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;123;0.002666781;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;124;0.002887312;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;125;0.002416279;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;126;0.002518095;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;127;0.002528086;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;128;0.001966075;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;129;0.002644568;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;130;0.00263883;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;131;0.002325621;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;FALSE;skipped
aihub__lb_smoke__0208.mp4;360;132;0.045828199;['Fire', 'None', 'SmokeOnly'];[-1.6138498783111572, 1.236669898033142, 0.1815294325351715];[0.04112091660499573, 0.7112589478492737, 0.24762016534805298];1;None;FALSE;None
