video;num_frames;frame_idx;elapsed_time;class_names;logits;probs;pred_label_idx;pred_label;eager_mode
aihub__lb_smoke__0208.mp4;360;98;0.0020549260079860687;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;99;0.0019315349636599422;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;100;0.0019626750145107508;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;101;0.001769138965755701;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;102;0.0420771490316838;['Fire', 'None', 'SmokeOnly'];[-1.760730266571045, 1.0708309412002563, 0.5343075394630432];[0.03584647923707962, 0.6083840727806091, 0.35576945543289185];1;None;False
aihub__lb_smoke__0208.mp4;360;103;0.04215877200476825;['Fire', 'None', 'SmokeOnly'];[-1.7612401247024536, 1.0373551845550537, 0.5646095871925354];[0.03615729138255119, 0.593759298324585, 0.37008339166641235];1;None;False
aihub__lb_smoke__0208.mp4;360;104;0.04147337097674608;['Fire', 'None', 'SmokeOnly'];[-1.7555515766143799, 1.0628509521484375, 0.5413159728050232];[0.036110129207372665, 0.604847252368927, 0.35904258489608765];1;None;False
aihub__lb_smoke__0208.mp4;360;105;0.0018052739324048162;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;106;0.0018126079812645912;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;107;0.04240172798745334;['Fire', 'None', 'SmokeOnly'];[-1.721753716468811, 1.0008063316345215, 0.6274346709251404];[0.0374583825469017, 0.5700878500938416, 0.39245378971099854];1;None;False
aihub__lb_smoke__0208.mp4;360;108;0.04766610206570476;['Fire', 'None', 'SmokeOnly'];[-1.6987342834472656, 0.8396716117858887, 0.806596577167511];[0.03859947994351387, 0.4886491000652313, 0.4727513790130615];1;None;False
aihub__lb_smoke__0208.mp4;360;109;0.04395777604077011;['Fire', 'None', 'SmokeOnly'];[-1.657335638999939, 1.1725462675094604, 0.3372562825679779];[0.039537157863378525, 0.6698962450027466, 0.290566623210907];1;None;False
aihub__lb_smoke__0208.mp4;360;110;0.0022866170620545745;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;111;0.002767428057268262;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;112;0.002355486969463527;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;113;0.0023212640080600977;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;114;0.002485786098986864;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;115;0.002369622001424432;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;116;0.0025959989288821816;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;117;0.0027287419652566314;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;118;0.0026463750982657075;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;119;0.002076394041068852;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;120;0.0023329550167545676;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;121;0.0020638529676944017;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;122;0.002796335960738361;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;123;0.0026667810743674636;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;124;0.0028873119736090302;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;125;0.0024162790505215526;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;126;0.002518094959668815;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;127;0.0025280859554186463;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;128;0.0019660749239847064;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;129;0.002644567983224988;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;130;0.00263882998842746;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;131;0.0023256209678947926;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;132;0.04582819901406765;['Fire', 'None', 'SmokeOnly'];[-1.6138498783111572, 1.236669898033142, 0.1815294325351715];[0.04112091660499573, 0.7112589478492737, 0.24762016534805298];1;None;False
aihub__lb_smoke__0208.mp4;360;133;0.051040919963270426;['Fire', 'None', 'SmokeOnly'];[-1.6230132579803467, 1.2393295764923096, 0.12800467014312744];[0.04121510684490204, 0.7213667631149292, 0.23741813004016876];1;None;False
aihub__lb_smoke__0208.mp4;360;134;0.04361108993180096;['Fire', 'None', 'SmokeOnly'];[-1.613825798034668, 1.200777530670166, 0.17731085419654846];[0.0422247014939785, 0.7045848369598389, 0.2531904876232147];1;None;False
aihub__lb_smoke__0208.mp4;360;135;0.002082558930851519;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;136;0.0018884909804910421;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;137;0.002060028025880456;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
