video;num_frames;frame_idx;elapsed_time;class_names;logits;probs;pred_label_idx;pred_label;eager_mode
aihub__lb_none__0175.mp4;360;11;0.04076763498596847;['Fire', 'None', 'SmokeOnly'];[-1.0746686458587646, -0.25255662202835083, 1.0287165641784668];[0.08719033002853394, 0.19838419556617737, 0.7144254446029663];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;12;0.04144321591593325;['Fire', 'None', 'SmokeOnly'];[-1.0695669651031494, -0.26533135771751404, 1.0358614921569824];[0.08736975491046906, 0.19527031481266022, 0.7173599004745483];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;13;0.04116948402952403;['Fire', 'None', 'SmokeOnly'];[-1.0705162286758423, -0.5070635676383972, 1.3316172361373901];[0.07244566828012466, 0.12726730108261108, 0.8002869486808777];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;14;0.04086588299833238;['Fire', 'None', 'SmokeOnly'];[-1.0606563091278076, -0.4751456081867218, 1.2761021852493286];[0.07608294486999512, 0.13663798570632935, 0.7872790694236755];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;15;0.05098167899996042;['Fire', 'None', 'SmokeOnly'];[-1.0721111297607422, -0.48264437913894653, 1.2969778776168823];[0.0741252526640892, 0.1336498111486435, 0.7922248840332031];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;16;0.04745645297225565;['Fire', 'None', 'SmokeOnly'];[-1.0710184574127197, -0.46161699295043945, 1.276292085647583];[0.07520642131567001, 0.13832944631576538, 0.7864640951156616];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;17;0.04544784489553422;['Fire', 'None', 'SmokeOnly'];[-1.0714261531829834, -0.45686623454093933, 1.2704561948776245];[0.07547376304864883, 0.13953910768032074, 0.7849871516227722];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;18;0.05936739803291857;['Fire', 'None', 'SmokeOnly'];[-1.06183660030365, -0.48294854164123535, 1.2876299619674683];[0.07539186626672745, 0.13450312614440918, 0.7901051044464111];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;19;0.048485665931366384;['Fire', 'None', 'SmokeOnly'];[-1.0674554109573364, -0.4984116852283478, 1.3115296363830566];[0.07374349981546402, 0.13027355074882507, 0.7959829568862915];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;20;0.044564031064510345;['Fire', 'None', 'SmokeOnly'];[-1.0668463706970215, -0.48596152663230896, 1.2963091135025024];[0.07455985993146896, 0.13328465819358826, 0.7921554446220398];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;21;0.04652335599530488;['Fire', 'None', 'SmokeOnly'];[-1.0644121170043945, -0.5014264583587646, 1.3100820779800415];[0.07406593859195709, 0.13005290925502777, 0.7958811521530151];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;22;0.04080977197736502;['Fire', 'None', 'SmokeOnly'];[-1.0650523900985718, -0.5029683113098145, 1.3138291835784912];[0.07381627708673477, 0.1294977068901062, 0.796686053276062];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;23;0.039770851959474385;['Fire', 'None', 'SmokeOnly'];[-1.0664418935775757, -0.5043808221817017, 1.3168777227401733];[0.0735558271408081, 0.12903785705566406, 0.7974062561988831];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;24;0.04061508795712143;['Fire', 'None', 'SmokeOnly'];[-1.0655312538146973, -0.5088186860084534, 1.3206756114959717];[0.07343705743551254, 0.12814229726791382, 0.7984206080436707];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;25;0.04280195198953152;['Fire', 'None', 'SmokeOnly'];[-1.0600650310516357, -0.5146665573120117, 1.3270763158798218];[0.07348816096782684, 0.12678879499435425, 0.7997230887413025];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;26;0.04464852006640285;['Fire', 'None', 'SmokeOnly'];[-1.0471240282058716, -0.48899781703948975, 1.274473786354065];[0.07728368788957596, 0.1350451409816742, 0.7876712083816528];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;27;0.04121535597369075;['Fire', 'None', 'SmokeOnly'];[-1.0592354536056519, -0.49562859535217285, 1.294910192489624];[0.07526648044586182, 0.1322430670261383, 0.7924904227256775];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;28;0.04141526704188436;['Fire', 'None', 'SmokeOnly'];[-1.0598102807998657, -0.4849913418292999, 1.2869735956192017];[0.07559315115213394, 0.13431458175182343, 0.7900922298431396];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;29;0.041879735072143376;['Fire', 'None', 'SmokeOnly'];[-1.0598642826080322, -0.48177891969680786, 1.2833547592163086];[0.07577290385961533, 0.1350744515657425, 0.7891526222229004];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;30;0.04057188401930034;['Fire', 'None', 'SmokeOnly'];[-1.0627039670944214, -0.47895514965057373, 1.2838308811187744];[0.07551704347133636, 0.13538289070129395, 0.7890999913215637];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;31;0.040207157959230244;['Fire', 'None', 'SmokeOnly'];[-1.0619412660598755, -0.4784943461418152, 1.2829642295837402];[0.07561727613210678, 0.13552166521549225, 0.7888610363006592];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;32;0.04237161995843053;['Fire', 'None', 'SmokeOnly'];[-1.0753862857818604, -0.42741888761520386, 1.243733525276184];[0.07646210491657257, 0.14616890251636505, 0.7773690223693848];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;33;0.041134175029583275;['Fire', 'None', 'SmokeOnly'];[-1.0800668001174927, -0.4211186170578003, 1.2428431510925293];[0.07611459493637085, 0.14711108803749084, 0.7767742872238159];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;34;0.039943773997947574;['Fire', 'None', 'SmokeOnly'];[-1.0878790616989136, -0.4116767346858978, 1.241926908493042];[0.07551535218954086, 0.14849305152893066, 0.775991678237915];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;35;0.03955675195902586;['Fire', 'None', 'SmokeOnly'];[-1.0928175449371338, -0.4221080541610718, 1.2639847993850708];[0.07400409877300262, 0.14472423493862152, 0.7812716960906982];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;36;0.04173678904771805;['Fire', 'None', 'SmokeOnly'];[-1.0945090055465698, -0.4173917770385742, 1.2597286701202393];[0.07408344000577927, 0.14581067860126495, 0.7801058292388916];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;37;0.040488355909474194;['Fire', 'None', 'SmokeOnly'];[-1.0876386165618896, -0.4702354073524475, 1.312941312789917];[0.07202702760696411, 0.13354581594467163, 0.7944271564483643];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;38;0.040291112032718956;['Fire', 'None', 'SmokeOnly'];[-1.0797789096832275, -0.4646664559841156, 1.290198564529419];[0.07381699234247208, 0.13655142486095428, 0.7896315455436707];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;39;0.04119764699134976;['Fire', 'None', 'SmokeOnly'];[-1.0905349254608154, -0.46790850162506104, 1.3021303415298462];[0.07242997735738754, 0.1349962055683136, 0.7925737500190735];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;40;0.04040386795531958;['Fire', 'None', 'SmokeOnly'];[-1.0982251167297363, -0.4615805745124817, 1.3076386451721191];[0.07154031842947006, 0.13522037863731384, 0.7932392954826355];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;41;0.04125482507515699;['Fire', 'None', 'SmokeOnly'];[-1.095609426498413, -0.46428370475769043, 1.3076844215393066];[0.07173783332109451, 0.1348744034767151, 0.793387770652771];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;42;0.04192997992504388;['Fire', 'None', 'SmokeOnly'];[-1.0986648797988892, -0.4612104594707489, 1.307710886001587];[0.07150343060493469, 0.13526014983654022, 0.7932363748550415];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;43;0.04071386996656656;['Fire', 'None', 'SmokeOnly'];[-1.0975432395935059, -0.4595661461353302, 1.3047425746917725];[0.0717306062579155, 0.1357608139514923, 0.7925085425376892];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;44;0.04208466107957065;['Fire', 'None', 'SmokeOnly'];[-1.0920915603637695, -0.4663284420967102, 1.3066498041152954];[0.07205139845609665, 0.13471247255802155, 0.7932361364364624];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;45;0.04587305593304336;['Fire', 'None', 'SmokeOnly'];[-1.0896070003509521, -0.4658820629119873, 1.3032959699630737];[0.072405606508255, 0.13509909808635712, 0.7924953103065491];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;46;0.04522681108210236;['Fire', 'None', 'SmokeOnly'];[-1.0882370471954346, -0.4675794243812561, 1.3042223453521729];[0.07246104627847672, 0.13478848338127136, 0.7927504777908325];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;47;0.047649857006035745;['Fire', 'None', 'SmokeOnly'];[-1.0837353467941284, -0.47286245226860046, 1.3034679889678955];[0.07285946607589722, 0.13420993089675903, 0.7929306030273438];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;48;0.04373345000203699;['Fire', 'None', 'SmokeOnly'];[-1.086977481842041, -0.47394436597824097, 1.3065507411956787];[0.07247380167245865, 0.13378824293613434, 0.7937380075454712];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;49;0.04986531101167202;['Fire', 'None', 'SmokeOnly'];[-1.080256462097168, -0.4744792580604553, 1.3053239583969116];[0.07300311326980591, 0.13379107415676117, 0.7932057976722717];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;50;0.043674885062500834;['Fire', 'None', 'SmokeOnly'];[-1.0690783262252808, -0.4591076076030731, 1.2663577795028687];[0.07590510696172714, 0.13969406485557556, 0.7844008207321167];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;51;0.042339403997175395;['Fire', 'None', 'SmokeOnly'];[-1.0759193897247314, -0.4651733338832855, 1.2778635025024414];[0.0748104602098465, 0.13778625428676605, 0.7874032855033875];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;52;0.04061754106078297;['Fire', 'None', 'SmokeOnly'];[-1.0775307416915894, -0.4608505666255951, 1.2793039083480835];[0.07456984370946884, 0.13816054165363312, 0.787269651889801];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;53;0.04550459701567888;['Fire', 'None', 'SmokeOnly'];[-1.073311448097229, -0.4687596559524536, 1.2820219993591309];[0.07478272169828415, 0.1368846297264099, 0.7883327007293701];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;54;0.042803552001714706;['Fire', 'None', 'SmokeOnly'];[-1.0741151571273804, -0.46903717517852783, 1.2833260297775269];[0.07465314865112305, 0.13671940565109253, 0.7886273860931396];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;55;0.04187685495708138;['Fire', 'None', 'SmokeOnly'];[-1.0831186771392822, -0.4931889474391937, 1.3212287425994873];[0.07207173854112625, 0.13000744581222534, 0.797920823097229];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;56;0.047688901075161994;['Fire', 'None', 'SmokeOnly'];[-1.0822139978408813, -0.496584951877594, 1.3242933750152588];[0.07198769599199295, 0.129298597574234, 0.798713743686676];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;57;0.04058041796088219;['Fire', 'None', 'SmokeOnly'];[-1.0818355083465576, -0.5029415488243103, 1.3310058116912842];[0.07168610394001007, 0.12789258360862732, 0.8004212975502014];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;58;0.04273741296492517;['Fire', 'None', 'SmokeOnly'];[-1.0818026065826416, -0.4998117983341217, 1.3260571956634521];[0.07194370776414871, 0.1287502944469452, 0.7993059754371643];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;59;0.04310661996714771;['Fire', 'None', 'SmokeOnly'];[-1.083038091659546, -0.4914470314979553, 1.317388892173767];[0.07228178530931473, 0.1306031048297882, 0.7971150875091553];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;60;0.04151575593277812;['Fire', 'None', 'SmokeOnly'];[-1.108095645904541, -0.45599254965782166, 1.3153105974197388];[0.07040367275476456, 0.13514503836631775, 0.7944512963294983];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;61;0.04238964803516865;['Fire', 'None', 'SmokeOnly'];[-1.1183818578720093, -0.47728535532951355, 1.3632965087890625];[0.06729526817798615, 0.12776421010494232, 0.8049405217170715];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;62;0.042025454924441874;['Fire', 'None', 'SmokeOnly'];[-1.100609302520752, -0.49274376034736633, 1.3562796115875244];[0.06894192844629288, 0.1266123652458191, 0.804445743560791];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;63;0.04190917790401727;['Fire', 'None', 'SmokeOnly'];[-1.1100873947143555, -0.4772121012210846, 1.3499904870986938];[0.06854602694511414, 0.12907330691814423, 0.8023806214332581];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;64;0.04700819996651262;['Fire', 'None', 'SmokeOnly'];[-1.1107898950576782, -0.44495320320129395, 1.3163774013519287];[0.07006298750638962, 0.1363508701324463, 0.7935861349105835];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;65;0.0420269489986822;['Fire', 'None', 'SmokeOnly'];[-1.1053576469421387, -0.4530510902404785, 1.3248599767684937];[0.07002153247594833, 0.13443885743618011, 0.7955395579338074];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;66;0.04203249607235193;['Fire', 'None', 'SmokeOnly'];[-1.1079789400100708, -0.4487082064151764, 1.3227691650390625];[0.06992634385824203, 0.1351943165063858, 0.7948794364929199];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;67;0.03971516597084701;['Fire', 'None', 'SmokeOnly'];[-1.1111748218536377, -0.45037969946861267, 1.3286727666854858];[0.06940770894289017, 0.13439629971981049, 0.7961959838867188];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;68;0.044399856007657945;['Fire', 'None', 'SmokeOnly'];[-1.1127049922943115, -0.45260119438171387, 1.3343925476074219];[0.0690142884850502, 0.13354216516017914, 0.7974435687065125];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;69;0.0443327568937093;['Fire', 'None', 'SmokeOnly'];[-1.111134648323059, -0.4598780572414398, 1.340317726135254];[0.0688556432723999, 0.13206163048744202, 0.7990826964378357];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;70;0.0427426400128752;['Fire', 'None', 'SmokeOnly'];[-1.1114779710769653, -0.4588746428489685, 1.33989417552948];[0.06884780526161194, 0.13222455978393555, 0.7989276647567749];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;71;0.0404701140942052;['Fire', 'None', 'SmokeOnly'];[-1.1100363731384277, -0.4610266089439392, 1.3381905555725098];[0.06905379891395569, 0.13214443624019623, 0.7988017797470093];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;72;0.04206385801080614;['Fire', 'None', 'SmokeOnly'];[-1.1144636869430542, -0.46190935373306274, 1.344369888305664];[0.06843873113393784, 0.13143250346183777, 0.8001287579536438];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;73;0.04943871300201863;['Fire', 'None', 'SmokeOnly'];[-1.1038235425949097, -0.5161525011062622, 1.3939858675003052];[0.06686446070671082, 0.12034211307764053, 0.8127933740615845];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;74;0.04634723300114274;['Fire', 'None', 'SmokeOnly'];[-1.0942463874816895, -0.5012621879577637, 1.361416220664978];[0.06913939118385315, 0.12509943544864655, 0.8057611584663391];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;75;0.041723987902514637;['Fire', 'None', 'SmokeOnly'];[-1.101750135421753, -0.4892141819000244, 1.3544012308120728];[0.06894194334745407, 0.12720511853694916, 0.803852915763855];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;76;0.042404263047501445;['Fire', 'None', 'SmokeOnly'];[-1.1023948192596436, -0.48738211393356323, 1.3539822101593018];[0.0689077153801918, 0.12745723128318787, 0.8036350011825562];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;77;0.04293679108377546;['Fire', 'None', 'SmokeOnly'];[-1.1023178100585938, -0.4900970160961151, 1.3553074598312378];[0.06886306405067444, 0.12701952457427979, 0.8041174411773682];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;78;0.04807816201355308;['Fire', 'None', 'SmokeOnly'];[-1.1041016578674316, -0.4631815552711487, 1.330597162246704];[0.0698782354593277, 0.13264474272727966, 0.7974770665168762];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;79;0.0434710260014981;['Fire', 'None', 'SmokeOnly'];[-1.1050994396209717, -0.46062833070755005, 1.3289965391159058];[0.06987885385751724, 0.13311775028705597, 0.7970033884048462];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;80;0.041968596051447093;['Fire', 'None', 'SmokeOnly'];[-1.1054810285568237, -0.46433568000793457, 1.3342233896255493];[0.06959763169288635, 0.1321418434381485, 0.7982605695724487];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;81;0.04356692801229656;['Fire', 'None', 'SmokeOnly'];[-1.1059255599975586, -0.46711206436157227, 1.3388479948043823];[0.06933768093585968, 0.13134166598320007, 0.799320638179779];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;82;0.04447954404167831;['Fire', 'None', 'SmokeOnly'];[-1.1053352355957031, -0.46942776441574097, 1.3416551351547241];[0.0692412406206131, 0.13077840209007263, 0.7999803423881531];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;83;0.04971105698496103;['Fire', 'None', 'SmokeOnly'];[-1.106985330581665, -0.46588531136512756, 1.3391681909561157];[0.06924043595790863, 0.13145770132541656, 0.7993018627166748];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;84;0.044329450000077486;['Fire', 'None', 'SmokeOnly'];[-1.1072514057159424, -0.4685482382774353, 1.3424241542816162];[0.06906739622354507, 0.13081523776054382, 0.8001173734664917];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;85;0.04456989897880703;['Fire', 'None', 'SmokeOnly'];[-1.0951303243637085, -0.5393867492675781, 1.4070826768875122];[0.06687745451927185, 0.11658323556184769, 0.8165392279624939];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;86;0.03976082301232964;['Fire', 'None', 'SmokeOnly'];[-1.0889307260513306, -0.519860565662384, 1.3726712465286255];[0.06901215016841888, 0.12191849201917648, 0.8090693354606628];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;87;0.04350761591922492;['Fire', 'None', 'SmokeOnly'];[-1.0910886526107788, -0.5344422459602356, 1.387545108795166];[0.06816738098859787, 0.11893923580646515, 0.8128933906555176];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;88;0.04582089197356254;['Fire', 'None', 'SmokeOnly'];[-1.0899512767791748, -0.5362595915794373, 1.3886737823486328];[0.06819179654121399, 0.11863076686859131, 0.8131774067878723];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;89;0.04182255594059825;['Fire', 'None', 'SmokeOnly'];[-1.0905698537826538, -0.5595909357070923, 1.420072317123413];[0.0666070282459259, 0.11327166110277176, 0.8201212882995605];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;90;0.04521987703628838;['Fire', 'None', 'SmokeOnly'];[-1.0934176445007324, -0.5792524218559265, 1.4493294954299927];[0.0649908035993576, 0.1086803525686264, 0.8263288736343384];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;91;0.04133920697495341;['Fire', 'None', 'SmokeOnly'];[-1.089188814163208, -0.5939859747886658, 1.4626734256744385];[0.06463368237018585, 0.10605296492576599, 0.829313337802887];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;92;0.04834186704829335;['Fire', 'None', 'SmokeOnly'];[-1.0796475410461426, -0.5620871782302856, 1.4032881259918213];[0.06823935359716415, 0.11450079083442688, 0.8172597885131836];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;93;0.043102459982037544;['Fire', 'None', 'SmokeOnly'];[-1.0820122957229614, -0.5600524544715881, 1.4031158685684204];[0.06808286160230637, 0.11474189907312393, 0.8171752691268921];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;94;0.041590429027564824;['Fire', 'None', 'SmokeOnly'];[-1.0797293186187744, -0.5632859468460083, 1.404807686805725];[0.06815878301858902, 0.1142379641532898, 0.8176032900810242];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;95;0.04144257598090917;['Fire', 'None', 'SmokeOnly'];[-1.0810585021972656, -0.553809404373169, 1.3968864679336548];[0.06844152510166168, 0.1159580796957016, 0.8156004548072815];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;96;0.041132041020318866;['Fire', 'None', 'SmokeOnly'];[-1.0831992626190186, -0.5505713820457458, 1.3961519002914429];[0.0683203786611557, 0.11637712270021439, 0.8153024911880493];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;97;0.04163512703962624;['Fire', 'None', 'SmokeOnly'];[-1.0937193632125854, -0.582862913608551, 1.45572829246521];[0.06465483456850052, 0.10776136070489883, 0.8275837898254395];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;98;0.04242965206503868;['Fire', 'None', 'SmokeOnly'];[-1.0837105512619019, -0.5617374777793884, 1.4132882356643677];[0.06742481142282486, 0.1136343851685524, 0.8189408183097839];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;99;0.045474407030269504;['Fire', 'None', 'SmokeOnly'];[-1.0974626541137695, -0.5604664087295532, 1.4260863065719604];[0.0658603385090828, 0.11267784237861633, 0.8214618563652039];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;100;0.04144204198382795;['Fire', 'None', 'SmokeOnly'];[-1.097780704498291, -0.5428829193115234, 1.406475305557251];[0.06677254289388657, 0.11630193889141083, 0.8169255256652832];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;101;0.04541072098072618;['Fire', 'None', 'SmokeOnly'];[-1.0956398248672485, -0.5423253178596497, 1.4041736125946045];[0.06702758371829987, 0.11656149476766586, 0.8164109587669373];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;102;0.041287041967734694;['Fire', 'None', 'SmokeOnly'];[-1.1000927686691284, -0.5477166175842285, 1.4163089990615845];[0.06613173335790634, 0.11489571630954742, 0.8189725279808044];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;103;0.04129269497934729;['Fire', 'None', 'SmokeOnly'];[-1.0988658666610718, -0.5379871726036072, 1.4016776084899902];[0.0669284462928772, 0.11727280169725418, 0.8157987594604492];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;104;0.04214663908351213;['Fire', 'None', 'SmokeOnly'];[-1.1030182838439941, -0.5308535695075989, 1.3981629610061646];[0.06680476665496826, 0.11838465929031372, 0.8148106336593628];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;105;0.051932804053649306;['Fire', 'None', 'SmokeOnly'];[-1.1016590595245361, -0.5324187874794006, 1.3988821506500244];[0.06686273962259293, 0.11814141273498535, 0.8149959444999695];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;106;0.04879172099754214;['Fire', 'None', 'SmokeOnly'];[-1.0974104404449463, -0.545830249786377, 1.4095574617385864];[0.06665034592151642, 0.11570461839437485, 0.8176450133323669];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;107;0.04406126600224525;['Fire', 'None', 'SmokeOnly'];[-1.0919283628463745, -0.5477455258369446, 1.4047709703445435];[0.06726963073015213, 0.11591898649930954, 0.8168113827705383];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;108;0.05071370804216713;['Fire', 'None', 'SmokeOnly'];[-1.0934828519821167, -0.5455906987190247, 1.4046047925949097];[0.06716448068618774, 0.11616791784763336, 0.8166676163673401];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;109;0.04389997199177742;['Fire', 'None', 'SmokeOnly'];[-1.0787370204925537, -0.5745634436607361, 1.4244481325149536];[0.06721796095371246, 0.1112871915102005, 0.8214948773384094];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;110;0.04076550097670406;['Fire', 'None', 'SmokeOnly'];[-1.064687967300415, -0.5504582524299622, 1.3735681772232056];[0.07079444825649261, 0.11839308589696884, 0.8108125329017639];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;111;0.042583478963933885;['Fire', 'None', 'SmokeOnly'];[-1.0728687047958374, -0.5547023415565491, 1.3837459087371826];[0.06971459835767746, 0.11704705655574799, 0.8132383227348328];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;112;0.04082716000266373;['Fire', 'None', 'SmokeOnly'];[-1.0713361501693726, -0.5420414805412292, 1.3701127767562866];[0.07048501819372177, 0.11966485530138016, 0.8098500967025757];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;113;0.046969476039521396;['Fire', 'None', 'SmokeOnly'];[-1.0681679248809814, -0.5396965742111206, 1.3637776374816895];[0.07103614509105682, 0.12050126492977142, 0.8084626197814941];2;SmokeOnly;True
aihub__lb_none__0175.mp4;360;114;0.04069008200895041;['Fire', 'None', 'SmokeOnly'];[-1.0720158815383911, -0.5527602434158325, 1.3851498365402222];[0.06967446953058243, 0.11710719019174576, 0.8132184147834778];2;SmokeOnly;True
