video_path;width;height;frame_count;fps
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__5078.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__5978.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__6044.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__6170.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__6351.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__6383.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__6384.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_smoke__6502.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/PEXELs__lb_fire__143325-782178558.mp4;1920;1080;354;50.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/PEXELs__lb_fire__6024944-hd_1920_1080_25fps.mp4;1920;1080;853;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/pixabay__lb_fire__chef-cook-cooking-hibachi-show-174220.mp4;1920;1080;812;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/ustc__lb_smoke__test-7.avi;1920;1080;2251;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/ustc__lb_smoke__test-8.avi;1920;1080;3001;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/ustc__lb_smoke__train-2.avi;1920;1080;1501;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/ustc__lb_smoke__train-8.avi;1920;1080;1441;24.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/ustc__lb_smoke__train-9.avi;1920;1080;1441;24.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/VSD3__lb_mixed_firesmoke__video2.avi;1280;720;8950;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/VSD3__lb_mixed_firesmoke__video5.mp4;1280;720;9018;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/youtube__lb_mixed_firesmoke__Dry-Christmas-Tree-vs-Well-Watered-Christmas-Tree-[0u5jCPHmevE].mp4;3840;2160;1506;30.01554590026707
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/youtube__lb_mixed_firesmoke__Overheating-of-a-battery-cell-[sEUTJ3p4sjM].mp4;1920;1080;1481;29.97002997002997
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/youtube__lb_mixed_firesmoke__Turkey-Fryer-Fire-[HYvMWIvghnQ].mp4;1280;720;487;29.727749969478698
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__0175.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__2024.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__2058.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__2078.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__2250.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__2251.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__3266.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__3295.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__3298.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__3312.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__3344.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__4001.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__4006.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__4011.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/aihub__lb_none__4012.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/indoorActionDataset__lb_none__DinningRoom 2 - S2 no people.mp4;914;720;206;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/indoorActionDataset__lb_none__LivingRoom 1 - S4-no people.mp4;814;720;86;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/indoorActionDataset__lb_none__LivingRoom 2 - S0-no people.mp4;880;720;275;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/indoorActionDataset__lb_none__LivingRoom 2 - S3 no people.mp4;830;720;79;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/indoorActionDataset__lb_none__LivingRoom 2 S0 clearning.mp4;880;720;231;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/MPIICooking2__lb_none__s13-d45-cam-002.avi;1624;1224;4354;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/MPIICooking2__lb_none__s13-d48-cam-002.avi;1624;1224;3228;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/MPIICooking2__lb_none__s14-d35-cam-002.avi;1624;1224;2421;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/MPIICooking2__lb_none__s21-d35-cam-002.avi;1624;1224;1875;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/MPIICooking2__lb_none__s24-d48-cam-002.avi;1624;1224;2397;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/MPIICooking2__lb_none__s36-d70-cam-002.avi;1624;1224;7055;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/Prof__lb_none__parking_underground__00.18.57.376-seg1_clip_4.mp4;1920;1080;6311;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/Prof__lb_none__parking_underground__00.34.22.564-seg2_clip_2.mp4;1920;1080;7882;30.002550330972056
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/Prof__lb_none__parking_underground__01.50.23.359-seg1_clip_5.mp4;1920;1080;6905;30.00112965875616
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/Prof__lb_none__parking_underground__01.59.21.925-seg2_clip_3 - Trim.mp4;1920;1080;5737;30.00538705746369
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/Prof__lb_none__parking_underground__01.59.21.925-seg2_clip_4.mp4;1920;1080;9695;30.00210432500681
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/SafeUnsafeBehavior__lb_none__0_safe_walkway_violation_0_te21.mp4;1920;1080;252;24.112064437051306
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/SafeUnsafeBehavior__lb_none__2_opened_panel cover_2_te9.mp4;1920;1080;176;25.02
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/SafeUnsafeBehavior__lb_none__3_carrying_overload_with_forklift_3_te5.mp4;1920;1080;125;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/ustc__lb_none__train-13.avi;1920;1080;471;24.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/ustc__lb_none__train-14.avi;1920;1080;961;24.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/ustc__lb_none__train-15.avi;1920;1080;1441;24.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/VSD3__lb_none__video20.avi;1280;720;7478;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_1_video1_1.avi;1280;720;1750;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_1_video1_3.avi;1280;720;1754;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_1_video1_4.avi;1280;720;1746;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_1_video1_5.avi;1280;720;1749;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_2_video2_1.avi;1280;720;3553;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_2_video2_3.avi;1280;720;3553;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_2_video2_5.avi;1280;720;3554;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_3_video3_1.avi;1280;720;3554;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_3_video3_4.avi;1280;720;3548;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_4_video4_1.avi;1280;720;7154;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_4_video4_2.avi;1280;720;7136;29.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_4_video4_3.avi;1280;720;7152;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_4_video4_4.avi;1280;720;7153;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_none/wisenet__lb_none__set_4_video4_5.avi;1280;720;7152;29.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__0016.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__0035.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__0178.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__0983.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__1144.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__1169.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__1193.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__1235.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__1285.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_fire__1305.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_smoke__0012.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_smoke__3042.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_smoke__3067.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_smoke__5030.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_smoke__5966.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/aihub__lb_smoke__5982.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/PEXELs__lb_fire__163395-827856005.mp4;1920;1080;315;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/ustc__lb_mixed_smoke__train-11.avi;1920;1080;1896;24.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/ustc__lb_smoke__test-1.avi;1920;1080;1501;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/ustc__lb_smoke__train-1.avi;1440;1080;1000;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/ustc__lb_smoke__train-7.avi;1920;1080;751;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/VSD3__lb_mixed_firesmoke__video1.mp4;2048;1536;1506;25.032697576662365
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_firesmoke/youtube__lb_mixed_firesmoke__dryer-fire-mp4-[01w0cOzmCvc]-Trim.mp4;1280;720;3667;30.00073631477184
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__0203.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__2080.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__2253.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__3264.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__3268.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__4019.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/aihub__lb_none__4021.mp4;1920;1080;360;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/indoorActionDataset__lb_none__LivingRoom 2 - S3 sneezing.mp4;830;720;157;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/indoorActionDataset__lb_none__S3DinningRoom 2 - S2 eating.mp4;914;720;168;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/MPIICooking2__lb_none__s22-d25-cam-002.avi;1624;1224;1621;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/MPIICooking2__lb_none__s26-d23-cam-002.avi;1624;1224;2842;29.4
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/Prof__lb_none__parking_underground__00.34.22.564-seg2_clip_4.mp4;1920;1080;6050;30.00277711655955
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/Prof__lb_none__parking_underground__02.28.18.434-seg4_clip_3.mp4;1920;1080;7011;30.003337983686674
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/Prof__lb_none__parking_underground__02.51.46.414-seg6_clip_1 - Trim.mp4;1920;1080;8002;30.001387217354463
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/SafeUnsafeBehavior__lb_none__3_carrying_overload_with_forklift_3_te6.mp4;1920;1080;125;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/ustc__lb_none__train-12.avi;1920;1080;1501;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/VSD3__lb_none__video13.avi;1280;720;5829;25.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/wisenet__lb_none__set_1_video1_2.avi;1280;720;1750;29.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/wisenet__lb_none__set_2_video2_2.avi;1280;720;3554;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/wisenet__lb_none__set_2_video2_4.avi;1280;720;3553;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/wisenet__lb_none__set_3_video3_2.avi;1280;720;3552;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/wisenet__lb_none__set_3_video3_3.avi;1280;720;3551;30.0
/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/val/val_none/wisenet__lb_none__set_3_video3_5.avi;1280;720;3553;29.0
