video;num_frames;frame_idx;elapsed_time;class_names;logits;probs;pred_label_idx;pred_label;eager_mode
aihub__lb_smoke__0208.mp4;360;14;0.055064202984794974;['Fire', 'None', 'SmokeOnly'];[-1.3708522319793701, 1.6692389249801636, 0.1387372612953186];[0.03783290088176727, 0.7909780144691467, 0.1711890697479248];1;None;False
aihub__lb_smoke__0208.mp4;360;15;0.05233331897761673;['Fire', 'None', 'SmokeOnly'];[-1.3740140199661255, 1.6702767610549927, 0.14285118877887726];[0.03766045719385147, 0.7906864285469055, 0.1716531664133072];1;None;False
aihub__lb_smoke__0208.mp4;360;16;0.05056843801867217;['Fire', 'None', 'SmokeOnly'];[-1.3722425699234009, 1.6822710037231445, 0.13325822353363037];[0.037428971379995346, 0.7939007878303528, 0.16867026686668396];1;None;False
aihub__lb_smoke__0208.mp4;360;17;0.0021759169176220894;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;18;0.0020481899846345186;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;19;0.0020808099070563912;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;20;0.0019189799204468727;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;21;0.002236073021776974;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;22;0.0024012929061427712;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;23;0.0022142570232972503;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;24;0.0022214589407667518;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;25;0.002145096892490983;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;26;0.0023997040698304772;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;27;0.0018164590001106262;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;28;0.0023590350756421685;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;29;0.0022524900268763304;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;30;0.002097120974212885;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;31;0.0016634200001135468;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;32;0.001674857921898365;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;33;0.0019399499287828803;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;34;0.0018451600335538387;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;35;0.0018306509591639042;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;36;0.0018825469305738807;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;37;0.0020504139829427004;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;38;0.0017569379415363073;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;39;0.001745817018672824;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;40;0.0018233429873362184;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;41;0.001856281072832644;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;42;0.05683967599179596;['Fire', 'None', 'SmokeOnly'];[-1.4759666919708252, 1.1652928590774536, 0.8141435980796814];[0.04014952480792999, 0.5633326768875122, 0.39651787281036377];1;None;False
aihub__lb_smoke__0208.mp4;360;43;0.05108898505568504;['Fire', 'None', 'SmokeOnly'];[-1.4757678508758545, 1.1495486497879028, 0.8226925730705261];[0.04037502780556679, 0.5575365424156189, 0.4020884037017822];1;None;False
aihub__lb_smoke__0208.mp4;360;44;0.05524742801208049;['Fire', 'None', 'SmokeOnly'];[-1.4982730150222778, 1.1546573638916016, 0.8438014388084412];[0.03906499594449997, 0.5545499920845032, 0.40638503432273865];1;None;False
aihub__lb_smoke__0208.mp4;360;45;0.0023352059070020914;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;46;0.0019644160056486726;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;47;0.001964414957910776;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;48;0.0019218400120735168;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;49;0.0016559000359848142;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;50;0.0022928420221433043;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;51;0.0018890079809352756;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;52;0.002281086053699255;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;53;0.0017871219897642732;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;54;0.002138530951924622;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;55;0.002430841908790171;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;56;0.003916439018212259;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;57;0.0030526380287483335;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;58;0.0029020350193604827;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;59;0.002455729991197586;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;60;0.0023290630197152495;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;61;0.002390702022239566;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;62;0.0028130710124969482;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;63;0.002983585000038147;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;64;0.002512074075639248;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;65;0.002296547987498343;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;66;0.002397267962805927;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;67;0.0023732270346954465;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;68;0.0023814879823476076;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;69;0.0023732270346954465;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;70;0.002816776977851987;['Fire', 'None', 'SmokeOnly'];[0.0, 0.0, 0.0];[0.0, 0.0, 0.0];-1;skipped;False
aihub__lb_smoke__0208.mp4;360;71;0.058747957926243544;['Fire', 'None', 'SmokeOnly'];[-1.4048408269882202, 0.4964999854564667, 1.3798764944076538];[0.041858334094285965, 0.2802358865737915, 0.6779057383537292];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;72;0.051858419086784124;['Fire', 'None', 'SmokeOnly'];[-1.3920053243637085, 0.5234524607658386, 1.3421801328659058];[0.043127164244651794, 0.29283544421195984, 0.6640374064445496];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;73;0.05388786306139082;['Fire', 'None', 'SmokeOnly'];[-1.270390510559082, 0.7620431780815125, 1.0413401126861572];[0.053405921906232834, 0.4076281785964966, 0.5389658808708191];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;74;0.048291589017026126;['Fire', 'None', 'SmokeOnly'];[-1.2425419092178345, 0.8520529270172119, 0.9366320967674255];[0.05567571893334389, 0.45220646262168884, 0.4921177625656128];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;75;0.04818800906650722;['Fire', 'None', 'SmokeOnly'];[-1.262264609336853, 0.929899275302887, 0.8830552697181702];[0.05405597388744354, 0.48404794931411743, 0.4618960916996002];1;None;True
aihub__lb_smoke__0208.mp4;360;76;0.04901092895306647;['Fire', 'None', 'SmokeOnly'];[-1.3079297542572021, 0.8236847519874573, 1.0160295963287354];[0.05090481415390968, 0.42904937267303467, 0.520045816898346];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;77;0.051224655006080866;['Fire', 'None', 'SmokeOnly'];[-1.3216389417648315, 0.8011782169342041, 1.0444612503051758];[0.04997401684522629, 0.41751500964164734, 0.5325109958648682];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;78;0.057930864044465125;['Fire', 'None', 'SmokeOnly'];[-1.3105510473251343, 0.7838252186775208, 1.0480711460113525];[0.05076982080936432, 0.4122699201107025, 0.5369603037834167];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;79;0.05705552001018077;['Fire', 'None', 'SmokeOnly'];[-1.3095831871032715, 0.810285747051239, 1.024029016494751];[0.0509030744433403, 0.42402490973472595, 0.5250720381736755];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;80;0.05392440198920667;['Fire', 'None', 'SmokeOnly'];[-1.3018479347229004, 0.7842321395874023, 1.044020175933838];[0.05129357427358627, 0.4130817651748657, 0.535624623298645];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;81;0.0501245700288564;['Fire', 'None', 'SmokeOnly'];[-1.3279612064361572, 0.758567750453949, 1.087047815322876];[0.04939058795571327, 0.39793509244918823, 0.5526742935180664];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;82;0.05665740498807281;['Fire', 'None', 'SmokeOnly'];[-1.3087999820709229, 0.7781227231025696, 1.0550765991210938];[0.050781626254320145, 0.4093036353588104, 0.5399146676063538];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;83;0.050111331045627594;['Fire', 'None', 'SmokeOnly'];[-1.3186185359954834, 0.700838565826416, 1.1433922052383423];[0.04935199022293091, 0.37182945013046265, 0.5788185000419617];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;84;0.05079508502967656;['Fire', 'None', 'SmokeOnly'];[-1.314864993095398, 0.7154622673988342, 1.1262744665145874];[0.049744561314582825, 0.37888336181640625, 0.5713720321655273];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;85;0.05136382102500647;['Fire', 'None', 'SmokeOnly'];[-1.3328535556793213, 0.20789331197738647, 1.610159158706665];[0.040582772344350815, 0.1894434690475464, 0.7699736952781677];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;86;0.04707595601212233;['Fire', 'None', 'SmokeOnly'];[-1.3248575925827026, 0.32638615369796753, 1.4995979070663452];[0.0433553084731102, 0.22603115439414978, 0.7306135296821594];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;87;0.05298042797949165;['Fire', 'None', 'SmokeOnly'];[-1.3401063680648804, 0.393168568611145, 1.4510266780853271];[0.04355660453438759, 0.2464936226606369, 0.709949791431427];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;88;0.05393997090868652;['Fire', 'None', 'SmokeOnly'];[-1.3426423072814941, 0.42460310459136963, 1.422253966331482];[0.04399065673351288, 0.25755229592323303, 0.6984570622444153];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;89;0.07029774005059153;['Fire', 'None', 'SmokeOnly'];[-1.3172202110290527, 0.36373966932296753, 1.454169750213623];[0.04473964497447014, 0.24028363823890686, 0.7149767279624939];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;90;0.06231807195581496;['Fire', 'None', 'SmokeOnly'];[-1.3270021677017212, 0.411976158618927, 1.41921865940094];[0.04489307105541229, 0.2555100619792938, 0.6995968818664551];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;91;0.06239358498714864;['Fire', 'None', 'SmokeOnly'];[-1.3115942478179932, 0.3719501793384552, 1.442812204360962];[0.04525640606880188, 0.2436879724264145, 0.7110556364059448];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;92;0.07144124899059534;['Fire', 'None', 'SmokeOnly'];[-1.3261996507644653, 0.3625466823577881, 1.463850498199463];[0.04406348988413811, 0.23850201070308685, 0.7174344658851624];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;93;0.055315103963948786;['Fire', 'None', 'SmokeOnly'];[-1.3599411249160767, 0.3245720863342285, 1.5163899660110474];[0.04142697528004646, 0.22328419983386993, 0.7352887988090515];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;94;0.0557721049990505;['Fire', 'None', 'SmokeOnly'];[-1.3676823377609253, 0.3477374315261841, 1.5042009353637695];[0.04127238318324089, 0.2294335663318634, 0.7292940616607666];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;95;0.050469623995013535;['Fire', 'None', 'SmokeOnly'];[-1.3952864408493042, 0.3794763684272766, 1.5000771284103394];[0.04001767560839653, 0.2360595464706421, 0.723922848701477];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;96;0.05059777502901852;['Fire', 'None', 'SmokeOnly'];[-1.4022148847579956, 0.3827245533466339, 1.5004035234451294];[0.03971245884895325, 0.23665525019168854, 0.7236323356628418];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;97;0.0539508800720796;['Fire', 'None', 'SmokeOnly'];[-1.308181881904602, 0.4913138151168823, 1.3323631286621094];[0.047466617077589035, 0.2870114743709564, 0.6655219197273254];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;98;0.060285556013695896;['Fire', 'None', 'SmokeOnly'];[-1.3211106061935425, 0.44365882873535156, 1.390465259552002];[0.04567627236247063, 0.2667597532272339, 0.6875640153884888];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;99;0.05318176292348653;['Fire', 'None', 'SmokeOnly'];[-1.3304646015167236, 0.47971001267433167, 1.3641388416290283];[0.04563884064555168, 0.2789224088191986, 0.6754387617111206];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;100;0.0638248510658741;['Fire', 'None', 'SmokeOnly'];[-1.400713562965393, 0.5538731217384338, 1.3469377756118774];[0.0422530360519886, 0.29834869503974915, 0.6593981981277466];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;101;0.06360805302392691;['Fire', 'None', 'SmokeOnly'];[-1.3009480237960815, 1.0880717039108276, 0.7390953302383423];[0.05103670060634613, 0.5564429759979248, 0.39252033829689026];1;None;True
aihub__lb_smoke__0208.mp4;360;102;0.060832262970507145;['Fire', 'None', 'SmokeOnly'];[-1.310091495513916, 1.107553482055664, 0.7274239659309387];[0.05027416720986366, 0.5640462636947632, 0.38567954301834106];1;None;True
aihub__lb_smoke__0208.mp4;360;103;0.051753991981968284;['Fire', 'None', 'SmokeOnly'];[-1.2890065908432007, 1.1466739177703857, 0.6664744019508362];[0.05130597949028015, 0.5860983729362488, 0.3625956177711487];1;None;True
aihub__lb_smoke__0208.mp4;360;104;0.05035534698981792;['Fire', 'None', 'SmokeOnly'];[-1.3085981607437134, 1.008190631866455, 0.8308351039886475];[0.050922539085149765, 0.5165098309516907, 0.43256765604019165];1;None;True
aihub__lb_smoke__0208.mp4;360;105;0.050111967022530735;['Fire', 'None', 'SmokeOnly'];[-1.3146361112594604, 0.6584478616714478, 1.169586181640625];[0.04954267665743828, 0.3563518822193146, 0.5941054821014404];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;106;0.050810123910196126;['Fire', 'None', 'SmokeOnly'];[-1.3282780647277832, 0.7398363351821899, 1.103882074356079];[0.04927724972367287, 0.3897778391838074, 0.5609449148178101];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;107;0.05448116990737617;['Fire', 'None', 'SmokeOnly'];[-1.3089826107025146, 0.6743066310882568, 1.1490615606307983];[0.05012897029519081, 0.36426740884780884, 0.585603654384613];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;108;0.0823789780260995;['Fire', 'None', 'SmokeOnly'];[-1.315589427947998, 0.6630992889404297, 1.1611580848693848];[0.049662940204143524, 0.3592245280742645, 0.5911125540733337];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;109;0.07162574306130409;['Fire', 'None', 'SmokeOnly'];[-1.3101762533187866, 0.6927415132522583, 1.1221872568130493];[0.05051421374082565, 0.37434300780296326, 0.5751427412033081];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;110;0.06346878199838102;['Fire', 'None', 'SmokeOnly'];[-1.3205662965774536, 0.752246081829071, 1.0766123533248901];[0.050152309238910675, 0.3985675275325775, 0.5512802004814148];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;111;0.0674712189938873;['Fire', 'None', 'SmokeOnly'];[-1.3124723434448242, 0.7567868828773499, 1.067991852760315];[0.05068713426589966, 0.40138909220695496, 0.5479238033294678];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;112;0.0649778910446912;['Fire', 'None', 'SmokeOnly'];[-1.2895644903182983, 0.7040704488754272, 1.0948396921157837];[0.05209753289818764, 0.38250911235809326, 0.5653933882713318];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;113;0.06358475389424711;['Fire', 'None', 'SmokeOnly'];[-1.2934623956680298, 0.7449614405632019, 1.0653350353240967];[0.05192991718649864, 0.39874377846717834, 0.5493263006210327];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;114;0.047723277006298304;['Fire', 'None', 'SmokeOnly'];[-1.317813515663147, 0.7345192432403564, 1.0930225849151611];[0.050177332013845444, 0.3906828463077545, 0.5591397881507874];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;115;0.049117261078208685;['Fire', 'None', 'SmokeOnly'];[-1.3125749826431274, 0.6709457635879517, 1.1464807987213135];[0.05009504407644272, 0.3641052544116974, 0.5857997536659241];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;116;0.04703052097465843;['Fire', 'None', 'SmokeOnly'];[-1.3089654445648193, 0.6592850089073181, 1.1524617671966553];[0.050302643328905106, 0.3600734770298004, 0.5896238684654236];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;117;0.0492704079952091;['Fire', 'None', 'SmokeOnly'];[-1.313256025314331, 0.6235283613204956, 1.1887532472610474];[0.04964402690529823, 0.3443513810634613, 0.606004536151886];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;118;0.05042556603439152;['Fire', 'None', 'SmokeOnly'];[-1.3205962181091309, 0.5352901816368103, 1.2737218141555786];[0.048112038522958755, 0.3077903091907501, 0.644097626209259];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;119;0.061729319975711405;['Fire', 'None', 'SmokeOnly'];[-1.3467154502868652, 0.5825361609458923, 1.2521973848342896];[0.04687471687793732, 0.32270219922065735, 0.6304230690002441];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;120;0.05577761202584952;['Fire', 'None', 'SmokeOnly'];[-1.3430187702178955, 0.4869053065776825, 1.3372087478637695];[0.04582567512989044, 0.2856504023075104, 0.6685238480567932];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;121;0.05412160593550652;['Fire', 'None', 'SmokeOnly'];[-1.3558751344680786, 0.5288646221160889, 1.3094993829727173];[0.04554155096411705, 0.2998746931552887, 0.654583752155304];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;122;0.04748720396310091;['Fire', 'None', 'SmokeOnly'];[-1.3168034553527832, 0.38378679752349854, 1.404700756072998];[0.04612471163272858, 0.25263330340385437, 0.7012419104576111];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;123;0.05792482697870582;['Fire', 'None', 'SmokeOnly'];[-1.3213653564453125, 0.40424850583076477, 1.3833253383636475];[0.0463700145483017, 0.2604125142097473, 0.6932174563407898];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;124;0.08657681895419955;['Fire', 'None', 'SmokeOnly'];[-1.3159599304199219, 0.38186976313591003, 1.398349404335022];[0.046390239149332047, 0.2533871829509735, 0.7002226114273071];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;125;0.05934751406311989;['Fire', 'None', 'SmokeOnly'];[-1.3463056087493896, 0.4824024438858032, 1.332610011100769];[0.04588182643055916, 0.2856527864933014, 0.6684653759002686];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;126;0.0530702390242368;['Fire', 'None', 'SmokeOnly'];[-1.3352911472320557, 0.43963056802749634, 1.362728238105774];[0.045976776629686356, 0.2712547183036804, 0.6827685832977295];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;127;0.04828862298745662;['Fire', 'None', 'SmokeOnly'];[-1.3690952062606812, 0.5496751070022583, 1.2904645204544067];[0.04524359852075577, 0.30822548270225525, 0.6465309262275696];2;SmokeOnly;True
aihub__lb_smoke__0208.mp4;360;128;0.04780398099683225;['Fire', 'None', 'SmokeOnly'];[-1.3723390102386475, 0.412637859582901, 1.4196096658706665];[0.042969685047864914, 0.256075382232666, 0.7009549736976624];2;SmokeOnly;True
