csv_outfile;preds;target;corrected?
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP6_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP37_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP26_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP14_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP21_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP19_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP1_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP20_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP21_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP22_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP2_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP31_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP32_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP25_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP3_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP4_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP8_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP12_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP16_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP17_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP19_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP1_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP8_results.csv;positive;positive;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\FP41_results.csv;negative;negative;1
E:\NextCloud\paper3\zout\1GPU_SV__ds_DFireStatic__mt_temp_tpt__20250731.101038\VP20_results.csv;positive;positive;1
