BILKENT;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
VP15.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP16.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP17.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP18.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP19.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP20.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP21.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP22.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP23.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP24.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP25.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP26.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP27.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP28.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP29.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP30.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP31.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP32.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP33.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP34.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP35.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP36.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP37.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP38.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP39.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP40.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP41.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP42.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP43.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP44.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP45.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP46.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP47.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP48.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP49.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
VP50.mp4;0;1;1280;720;0;1;0;1;1;0;;;;;;
FIRESENSE;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
negsVideo1.858.avi;0;0;640;480;0;1;0;1;0;1;;;;;;
negsVideo2.859.avi;0;0;320;240;0;1;1;0;0;1;;;;;;
negsVideo3.860.avi;0;0;320;240;0;1;1;0;0;1;;;;;;
negsVideo4.861.avi;0;0;640;368;1;0;1;0;0;1;;;;;;
negsVideo5.862.avi;0;0;480;368;0;1;1;0;0;1;;;;;;
negsVideo6.863.avi;0;0;640;480;0;1;1;0;0;1;;;;;;
negsVideo7.864.avi;0;0;640;368;1;0;1;0;0;1;;;;;;
negsVideo8.865.avi;0;0;640;352;0;1;1;0;0;1;;;;;;
negsVideo9.866.avi;0;0;640;480;0;1;1;0;1;0;;;;;;
negsVideo10.1072.avi;0;0;360;288;1;0;1;0;1;0;;;;;;
negsVideo11.1073.avi;0;0;320;240;0;1;1;0;1;0;;;;;;
negsVideo12.1074.avi;0;0;1600;1200;0;1;0;1;0;1;;;;;;
negsVideo13.1075.avi;0;0;352;288;1;0;1;0;0;1;;;;;;
negsVideo14.1076.avi;0;0;352;288;1;0;1;0;0;1;;;;;;
negsVideo15.1078.avi;0;0;1600;1200;0;1;1;0;1;0;;;;;;
negsVideo16.1077.avi;0;0;1600;1200;0;1;1;0;0;1;;;;;;
posVideo1.868.avi;1;1;352;288;0;1;1;0;1;0;;;;;;
posVideo2.871.avi;1;0;480;272;1;0;1;0;1;0;;;;;;
posVideo3.872.avi;1;1;480;272;0;1;1;0;1;0;;;;;;
posVideo4.873.avi;1;0;480;272;1;0;1;0;1;0;;;;;;
posVideo5.874.avi;1;0;480;272;1;0;1;0;1;0;;;;;;
posVideo6.875.avi;1;1;352;288;0;1;0;1;1;0;;;;;;
posVideo7.876.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
posVideo8.877.avi;1;0;480;272;0;1;1;0;1;0;;;;;;
posVideo9.878.avi;1;1;480;272;0;1;1;0;1;0;;;;;;
posVideo10.869.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
posVideo11.870.avi;1;0;400;256;0;1;1;0;1;0;;;;;;
testneg01.807.avi;0;0;352;288;0;1;1;0;1;0;;;;;;
testneg02.808.avi;0;0;320;240;0;1;1;0;1;0;;;;;;
testneg03.809.avi;0;0;640;480;1;0;1;0;1;0;;;;;;
testneg04.810.avi;0;0;704;576;0;1;1;0;1;0;;;;;;
testneg05.811.avi;0;0;352;288;0;1;1;0;1;0;;;;;;
testneg06.812.avi;0;0;352;288;0;1;1;0;0;1;;;;;;
testneg07.813.avi;0;0;352;288;0;1;0;1;1;0;;;;;;
testneg08.814.avi;0;0;352;288;0;1;1;0;0;1;;;;;;
testneg09.815.avi;0;0;352;288;0;1;1;0;0;1;;;;;;
testpos01.817.avi;0;1;640;360;0;1;1;0;1;0;;;;;;
testpos02.818.avi;1;1;640;424;0;1;1;0;1;0;;;;;;
testpos03.819.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
testpos04.820.avi;0;1;640;360;0;1;1;0;1;0;;;;;;
testpos05.821.avi;0;1;320;240;1;0;0;1;1;0;;;;;;
testpos06.822.avi;1;1;320;240;0;1;1;0;0;1;;;;;;
testpos07.823.avi;0;1;320;240;0;1;1;0;1;0;;;;;;
testpos08.824.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
testpos09.825.avi;0;1;640;360;0;1;1;0;1;0;;;;;;
testpos10.826.avi;0;1;480;360;0;1;1;0;1;0;;;;;;
testpos11.827.avi;0;1;320;240;0;1;1;0;1;0;;;;;;
testpos12.828.avi;1;1;480;270;0;1;1;0;1;0;;;;;;
testpos13.829.avi;0;1;300;240;0;1;1;0;1;0;;;;;;
FURG;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
barbecue.mp4;1;1;1280;720;0;1;1;0;1;0;;;;;;
Car1.mp4;1;1;854;480;0;1;1;0;1;0;;;;;;
car2.mp4;1;1;854;480;0;1;1;0;0;1;;;;;;
car3.mp4;1;1;854;480;0;1;1;0;0;1;;;;;;
case2_car.mp4;1;1;640;480;0;1;1;0;0;1;;;;;;
case2_house.mp4;1;1;1920;1080;0;1;1;0;1;0;;;;;;
case2_out1de.mp4;0;0;1280;720;0;1;1;0;0;1;;;;;;
cleaner.mp4;0;0;854;480;1;0;1;0;1;0;;;;;;
coolerbot.mp4;0;0;854;480;0;1;1;0;1;0;;;;;;
hand_held_batteries_night.mp4;1;0;1280;720;0;1;1;0;1;0;;;;;;
hand_held_camera_wildfire.mp4;1;1;1280;720;0;1;1;0;0;1;;;;;;
hand_held_nasa_training.mp4;1;1;854;480;0;1;1;0;0;1;;;;;;
hand_held_nasa_training2.mp4;1;1;854;480;0;1;1;0;0;1;;;;;;
hand_held_winnebago.mp4;1;1;1280;720;0;1;1;0;0;1;;;;;;
house1.mp4;1;0;854;480;0;1;1;0;1;0;;;;;;
house3.mp4;1;1;854;480;0;1;1;0;1;0;;;;;;
house4.mp4;1;1;854;480;0;1;1;0;1;0;;;;;;
house5.mp4;1;1;854;480;0;1;1;0;1;0;;;;;;
house6.mp4;1;1;426;240;0;1;1;0;1;0;;;;;;
icra.mp4;0;0;1280;720;1;0;1;0;0;1;;;;;;
non_fire_patrolbot_onboard.mp4;0;0;1280;720;1;0;1;0;0;1;;;;;;
rover.mp4;0;0;854;480;0;1;1;0;0;1;;;;;;
KMU;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
flame1.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
flame2.avi;1;0;320;240;1;0;1;0;1;0;;;;;;
flame3.avi;1;0;320;240;1;0;1;0;1;0;;;;;;
flame4.avi;1;0;320;240;1;0;1;0;0;1;;;;;;
flame5.avi;1;0;320;240;1;0;1;0;1;0;;;;;;
indoor_daytime_smoke.avi;0;1;320;240;1;0;1;0;1;0;;;;;;
indoor_night_20m_heptane_CCD_001.avi;1;0;320;240;1;0;0;1;1;0;;;;;;
indoor_night_20m_heptane_CCD_002.avi;1;0;320;240;1;0;0;1;1;0;;;;;;
indoor_night_smoke.avi;0;1;320;240;1;0;1;0;1;0;;;;;;
outdoor_daytime_10m_gasoline_CCD_001.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
outdoor_daytime_10m_heptane_CCD_001.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
outdoor_daytime_20m_gasoline_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_daytime_20m_heptane_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_daytime_30m_gasoline_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_daytime_30m_heptane_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_night_10m_gasoline_CCD_001.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
outdoor_night_10m_gasoline_CCD_002.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
outdoor_night_10m_heptane_CCD_001.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
outdoor_night_10m_heptane_CCD_002.avi;1;0;320;240;0;1;1;0;1;0;;;;;;
outdoor_night_20m_gasoline_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_night_20m_heptane_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_night_20m_heptane_CCD_002.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_night_30m_gasoline_CCD_001.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
outdoor_night_30m_heptane_CCD_001.avi;1;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_1.avi;0;0;320;240;1;0;1;0;1;0;;;;;;
smoke_or_flame_like_object_2.avi;0;0;320;240;0;1;1;0;1;0;;;;;;
smoke_or_flame_like_object_3.avi;0;0;320;240;1;0;1;0;1;0;;;;;;
smoke_or_flame_like_object_4.avi;0;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_5.avi;0;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_6.avi;0;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_7.avi;0;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_8.avi;0;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_9.avi;0;0;320;240;0;1;0;1;1;0;;;;;;
smoke_or_flame_like_object_10.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
wildfire_smoke_1.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
wildfire_smoke_2.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
wildfire_smoke_3.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
wildfire_smoke_4.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
MIVIA FIRE;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
fire1.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
fire2.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
fire3.avi;1;0;400;256;0;1;1;0;1;0;;;;;;
fire4.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fire5.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fire6.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
fire7.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fire8.avi;1;1;400;256;0;1;0;1;1;0;;;;;;
fire9.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fire10.avi;1;1;400;256;0;1;0;1;1;0;;;;;;
fire11.avi;1;1;400;256;0;1;0;1;1;0;;;;;;
fire12.avi;1;1;400;256;0;1;1;0;1;0;;;;;;
fire13.avi;1;1;320;240;1;0;1;0;1;0;;;;;;
fire14.avi;1;1;320;240;0;1;0;1;1;0;;;;;;
fire15.avi;0;1;320;240;0;1;1;0;1;0;;;;;;
fire16.avi;0;1;320;240;0;1;1;0;1;0;;;;;;
fire17.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
fire18.avi;0;1;352;288;0;1;0;1;1;0;;;;;;
fire19.avi;1;1;320;240;0;1;1;0;1;0;;;;;;
fire20.avi;0;1;320;240;0;1;0;1;1;0;;;;;;
fire21.avi;0;1;720;480;0;1;1;0;1;0;;;;;;
fire22.avi;0;1;480;272;0;1;0;1;1;0;;;;;;
fire23.avi;0;1;720;576;0;1;0;1;1;0;;;;;;
fire24.avi;0;1;320;240;1;0;1;0;1;0;;;;;;
fire25.avi;0;1;352;288;0;1;0;1;1;0;;;;;;
fire26.avi;0;1;720;576;0;1;0;1;1;0;;;;;;
fire27.avi;0;1;320;240;0;1;1;0;1;0;;;;;;
fire28.avi;0;1;352;288;0;1;0;1;1;0;;;;;;
fire29.avi;0;1;720;576;0;1;0;1;1;0;;;;;;
fire30.avi;0;0;800;600;1;0;1;0;0;1;;;;;;
fire31.avi;0;0;800;600;1;0;1;0;0;1;;;;;;
MIVIA SMOKE;FLAME;SMOKE;WIDTH;HEIGHT;INDOOR;OUTDOOR;SHORT DISTANCE;LONG DISTANCE;LOW ACTIVITY;HIGH ACTIVITY;;;;;;
3_2012-07-17_15-15-44.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_15-30-45.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_15-45-46.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_16-00-48.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_16-15-49.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_16-30-52.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_16-45-53.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_17-00-55.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_17-15-57.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_17-30-59.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_17-46-00.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_18-01-01.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_18-16-03.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_18-31-05.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_18-46-06.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_19-01-08.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_19-16-10.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_19-31-11.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_19-46-13.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_20-01-15.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-17_20-16-17.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_06-32-24.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_06-47-26.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_07-02-28.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_07-17-30.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_07-32-32.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_07-47-34.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_08-02-36.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_08-17-38.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_08-32-40.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_08-47-43.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_09-02-45.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_09-17-46.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_09-32-49.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_09-47-51.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_14-40-39.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_14-55-41.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_15-10-42.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_15-25-44.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_15-40-46.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_15-55-48.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_16-10-50.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_16-25-52.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_16-40-54.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_16-55-55.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_17-10-56.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_17-25-58.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_17-41-00.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_17-56-02.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_18-11-04.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_18-26-05.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_18-41-07.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_18-56-08.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_19-11-09.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_19-26-12.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_19-41-13.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-18_19-56-15_1.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_06-42-23.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_06-57-25.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_07-12-26.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_07-27-27.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_07-42-29.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_07-57-30.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_08-12-32.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_08-27-34.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_08-42-36.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_08-57-37.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_09-12-39.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_09-27-41.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_09-42-43.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_09-57-44.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_10-12-46.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_10-27-47.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_10-42-49.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_10-57-50.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_11-12-52.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_11-27-54.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_11-42-55.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_11-57-57.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_12-12-58.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_12-27-59.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_12-43-01.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_12-58-03.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_13-13-04.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_13-28-06.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_13-43-08.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_13-58-10.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_14-13-11.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_14-28-13.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_14-43-15.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_14-58-16.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_15-13-17.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_15-28-19.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_15-43-21.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_15-58-22.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_16-13-24.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_16-28-26.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_16-43-27.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-19_16-58-29.avi;0;1;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_09-01-29.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_09-16-31.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_09-31-32.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_09-46-34.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_10-01-36.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_10-16-38.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_10-31-39.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
3_2012-07-20_10-46-41.avi;0;0;292;240;0;1;0;1;1;0;;;;;;
