video;frame_idx;num_frames;gt_label;video_path;no_temp_method;no_temp_method_dir;temp_method_motion_block.AccMotionDet;temp_method_motion_block.AccMotionDet_dir
aihub__lb_fire__1163.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1163.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1163.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1163.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1180.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1180.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1180.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1180.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1266.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1266.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1266.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1266.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1538.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1538.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1538.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1538.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1707.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1707.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1707.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1707.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1743.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1743.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1743.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1743.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1744.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1744.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1744.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1744.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1793.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1793.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__1793.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__1793.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2224.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2224.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2224.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2224.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2764.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2764.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2764.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2764.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2895.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2895.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2895.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2895.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2896.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2896.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__2896.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__2896.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__3433.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__3433.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__3433.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__3433.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5729.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5729.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5729.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5729.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5729.mp4;3;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5729.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5729.mp4;4;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5729.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5730.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5730.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5730.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5730.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5730.mp4;3;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5730.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5730.mp4;4;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5730.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5731.mp4;1;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5731.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5731.mp4;2;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5731.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
aihub__lb_fire__5731.mp4;3;360;fire_smoke;/mnt/e/SyncData/paper2_main/datasets/UFireIndoorFull/test/test_firesmoke/aihub__lb_fire__5731.mp4;fire;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_no_temp_method__af4b0d32a3d2__20260330.205208;skipped;/mnt/e/SyncData/paper2_main/zout/___reports/on_test_set/baseline_vs_accMotion_for_quality_vis/MainPC__ds_UFireIndoorTest__mt_temp_method_motion_block__e1ccb7b889a0__20260421.145709
