video_path;width;height;frame_count;fps
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__217739_small.mp4;1920;1080;1799;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__224207_small.mp4;1920;1080;247;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__225245_small.mp4;1920;1080;338;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__2533765-hd_2048_1080_24fps.mp4;2048;1080;401;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__2620043-hd_1920_1080_25fps.mp4;1920;1080;688;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__2836356-hd_1920_1080_24fps.mp4;1920;1080;434;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__2908570-hd_2048_1080_24fps.mp4;2048;1080;269;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__2927940-hd_2048_1080_24fps.mp4;2048;1080;242;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__3192084-hd_1920_1080_25fps.mp4;1920;1080;250;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__3192197-hd_1920_1080_25fps.mp4;1920;1080;508;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__3207799-hd_1920_1080_24fps.mp4;1920;1080;1294;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__3211457-hd_1920_1080_30fps.mp4;1920;1080;1835;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__3490083-hd_1920_1080_30fps.mp4;1920;1080;578;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__3628388-hd_1920_1080_25fps.mp4;1920;1080;188;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__4028453-hd_1920_1080_24fps.mp4;1920;1080;718;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__41348-429396499_large.mp4;1280;720;680;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__4525902-hd_1920_1080_30fps.mp4;1920;1080;1018;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__47889-452144042.mp4;1920;1080;988;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5075224-hd_1920_1080_25fps.mp4;1920;1080;92;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5470456-hd_1920_1080_30fps.mp4;1920;1080;1358;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5488780-hd_1920_1080_30fps.mp4;1920;1080;1921;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5503417-hd_1280_720_30fps.mp4;1280;720;454;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5509723-hd_1920_1080_30fps.mp4;1920;1080;273;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5698928-hd_1920_1080_25fps.mp4;1920;1080;448;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5701553-hd_1920_1080_24fps.mp4;1920;1080;1870;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5816532-hd_1920_1080_25fps.mp4;1920;1080;383;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5826368-hd_1920_1080_30fps.mp4;1920;1080;1494;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__5950042-hd_1920_1080_24fps.mp4;1920;1080;234;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6024944-hd_1920_1080_25fps.mp4;1920;1080;853;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6093230-hd_1920_1080_24fps.mp4;1920;1080;720;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6093243-hd_1920_1080_24fps.mp4;1920;1080;1825;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__61413-498529688.mp4;1920;1080;391;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6160044-uhd_3840_2160_24fps.mp4;3840;2160;654;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6186411-hd_1920_1080_30fps.mp4;1280;720;930;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6218554-hd_1920_1080_30fps.mp4;1920;1080;648;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6403563-hd_1920_1080_24fps.mp4;1920;1080;420;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6432883-hd_1920_1080_24fps.mp4;1920;1080;923;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6775923-hd_1920_1080_25fps.mp4;1920;1080;754;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__68413-528670667.mp4;1920;1080;1218;60.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6967877-hd_1920_1080_30fps.mp4;1920;1080;892;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__6968181-hd_1920_1080_30fps.mp4;1280;720;1110;29.97002997002997
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__79911-570708342_small.mp4;1920;1080;1015;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__8064156-hd_1920_1080_30fps.mp4;1920;1080;259;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__854070-hd_1920_1080_25fps.mp4;1920;1080;304;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__8665965-hd_1920_1080_24fps.mp4;1920;1080;299;23.976023976023978
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__9416733-hd_1920_1080_30fps.mp4;1920;1080;41;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__95009-644716367.mp4;1920;1080;647;50.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__95010-644716378.mp4;1920;1080;1486;50.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__9574151-hd_2048_1080_25fps.mp4;1366;720;1501;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/PEXELs__lb_firesmoke__97842-649761078.mp4;1920;1080;1284;50.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/Prof__lb_firesmoke__d0.mp4;1280;720;6300;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/Prof__lb_firesmoke__d1.mp4;1280;720;6600;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/Prof__lb_firesmoke__d2.mp4;1280;720;6750;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/Prof__lb_firesmoke__d3.mp4;1280;720;15594;30.000026933460116
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/Prof__lb_firesmoke__d4.mp4;1280;720;11400;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/VSD3__lb_firesmoke__video5.mp4;1280;720;9018;30.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/VSD3__lb_firesmoke__video1.avi;2048;1536;9500;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/VSD3__lb_firesmoke__video2.avi;1280;720;8950;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/firesmoke/VSD3__lb_firesmoke__video8.avi;2048;1536;7314;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/FIRESENSE__lb_none__negsVideo12.1074.avi;1600;1200;514;19.68503937007874
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/FIRESENSE__lb_none__negsVideo15.1078.avi;1600;1200;58;19.68503937007874
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/FIRESENSE__lb_none__negsVideo16.1077.avi;1600;1200;196;18.508236165093468
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/VSD3__lb_none__video13.avi;1280;720;5829;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/VSD3__lb_none__video18.avi;1280;720;6313;25.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/VSD3__lb_none__video19.avi;1920;1080;41323;24.0
/mnt/c/Users/ha/Desktop/new_dataset/pool_static/none/VSD3__lb_none__video20.avi;1280;720;7478;25.0
