video_path;width;height;frame_count;fps;file_name;dataset_name;video_label
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__125899-735656332.mp4;1920;1080;1713;29.97002997;PEXELs__lb_firesmoke__125899-735656332.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__133858-758182528_small.mp4;1920;1080;600;29.97002997;PEXELs__lb_firesmoke__133858-758182528_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__14121175-hd_1920_1080_30fps.mp4;1920;1080;529;29.97002997;PEXELs__lb_firesmoke__14121175-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__14121184-hd_1920_1080_30fps.mp4;1920;1080;591;29.97002997;PEXELs__lb_firesmoke__14121184-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__153663-805688996_small.mp4;1920;1080;1001;29.97002997;PEXELs__lb_firesmoke__153663-805688996_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__17469008-hd_1920_1080_30fps.mp4;1920;1080;961;29.97002997;PEXELs__lb_firesmoke__17469008-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__217739_small.mp4;1920;1080;1799;29.97002997;PEXELs__lb_firesmoke__217739_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__224207_small.mp4;1920;1080;247;29.97002997;PEXELs__lb_firesmoke__224207_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3211457-hd_1920_1080_30fps.mp4;1920;1080;1835;29.97002997;PEXELs__lb_firesmoke__3211457-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3490083-hd_1920_1080_30fps.mp4;1920;1080;578;29.97002997;PEXELs__lb_firesmoke__3490083-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5470456-hd_1920_1080_30fps.mp4;1920;1080;1358;29.97002997;PEXELs__lb_firesmoke__5470456-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5488780-hd_1920_1080_30fps.mp4;1920;1080;1921;29.97002997;PEXELs__lb_firesmoke__5488780-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5509723-hd_1920_1080_30fps.mp4;1920;1080;273;29.97002997;PEXELs__lb_firesmoke__5509723-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5826368-hd_1920_1080_30fps.mp4;1920;1080;1494;29.97002997;PEXELs__lb_firesmoke__5826368-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6218554-hd_1920_1080_30fps.mp4;1920;1080;648;29.97002997;PEXELs__lb_firesmoke__6218554-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__62402-504238747_medium.mp4;1920;1080;172;29.97002997;PEXELs__lb_firesmoke__62402-504238747_medium.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6967877-hd_1920_1080_30fps.mp4;1920;1080;892;29.97002997;PEXELs__lb_firesmoke__6967877-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video6.mp4;1280;720;5667;29.97002997;VSD3__lb_firesmoke__video6.mp4;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__10999881-hd_1920_1080_30fps.mp4;1280;720;320;29.97002997;PEXELs__lb_firesmoke__10999881-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__41348-429396499_large.mp4;1280;720;680;29.97002997;PEXELs__lb_firesmoke__41348-429396499_large.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5503417-hd_1280_720_30fps.mp4;1280;720;454;29.97002997;PEXELs__lb_firesmoke__5503417-hd_1280_720_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6186411-hd_1920_1080_30fps.mp4;1280;720;930;29.97002997;PEXELs__lb_firesmoke__6186411-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6968181-hd_1920_1080_30fps.mp4;1280;720;1110;29.97002997;PEXELs__lb_firesmoke__6968181-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__case2_house.mp4;1920;1080;904;29.97;FURG__lb_firesmoke__case2_house.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__barbecue.mp4;1280;720;902;29.97;FURG__lb_firesmoke__barbecue.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__hand_held_batteries_night.mp4;1280;720;615;29.97;FURG__lb_firesmoke__hand_held_batteries_night.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__hand_held_camera_wildfire.mp4;1280;720;773;29.97;FURG__lb_firesmoke__hand_held_camera_wildfire.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__hand_held_winnebago.mp4;1280;720;1162;29.97;FURG__lb_firesmoke__hand_held_winnebago.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_none__case2_outside.mp4;1280;720;921;29.97;FURG__lb_none__case2_outside.mp4;FURG;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_none__icra.mp4;1280;720;1852;29.97;FURG__lb_none__icra.mp4;FURG;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_none__non_fire_patrolbot_onboard.mp4;1280;720;341;29.97;FURG__lb_none__non_fire_patrolbot_onboard.mp4;FURG;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_016.mp4;1920;1080;170;29.85028036;FiSmo__lb_firesmoke__rescuer_016.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_034.mp4;1920;1080;599;29.84757308;FiSmo__lb_firesmoke__rescuer_034.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_014.mp4;1920;1080;448;29.82255138;FiSmo__lb_firesmoke__rescuer_014.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_029.mp4;1920;1080;519;29.79280891;FiSmo__lb_firesmoke__rescuer_029.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_026.mp4;1920;1080;417;29.77878954;FiSmo__lb_firesmoke__rescuer_026.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_036.mp4;1920;1080;355;29.76634121;FiSmo__lb_firesmoke__rescuer_036.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_019.mp4;1920;1080;375;29.76054008;FiSmo__lb_firesmoke__rescuer_019.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_038.mp4;1920;1080;331;29.76029922;FiSmo__lb_firesmoke__rescuer_038.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_031.mp4;1920;1080;390;29.74699797;FiSmo__lb_firesmoke__rescuer_031.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_015.mp4;1920;1080;527;29.73732966;FiSmo__lb_firesmoke__rescuer_015.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_032.mp4;1920;1080;366;29.73281089;FiSmo__lb_firesmoke__rescuer_032.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_021.mp4;1920;1080;426;29.7106812;FiSmo__lb_firesmoke__rescuer_021.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_035.mp4;1920;1080;459;29.70600333;FiSmo__lb_firesmoke__rescuer_035.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_017.mp4;1920;1080;3197;29.68307109;FiSmo__lb_firesmoke__rescuer_017.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_030.mp4;1920;1080;343;29.67347641;FiSmo__lb_firesmoke__rescuer_030.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_033.mp4;1920;1080;424;29.6680306;FiSmo__lb_firesmoke__rescuer_033.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_018.mp4;1920;1080;526;29.6630109;FiSmo__lb_firesmoke__rescuer_018.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FireNet/NoFire/FireNet__lb_none__NoFireVid5.mp4;1920;1080;545;29.65860855;FireNet__lb_none__NoFireVid5.mp4;FireNet;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_025.mp4;1920;1080;478;29.63187458;FiSmo__lb_firesmoke__rescuer_025.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_027.mp4;1920;1080;313;29.61886607;FiSmo__lb_firesmoke__rescuer_027.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_028.mp4;1920;1080;364;29.59026159;FiSmo__lb_firesmoke__rescuer_028.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_037.mp4;1920;1080;389;29.51364448;FiSmo__lb_firesmoke__rescuer_037.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_022.mp4;1920;1080;445;29.51158873;FiSmo__lb_firesmoke__rescuer_022.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_024.mp4;1920;1080;418;29.49524093;FiSmo__lb_firesmoke__rescuer_024.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_020.mp4;1920;1080;439;29.4337413;FiSmo__lb_firesmoke__rescuer_020.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/RESCUER-videos/videos/FiSmo__lb_firesmoke__rescuer_023.mp4;1920;1080;377;29.4250537;FiSmo__lb_firesmoke__rescuer_023.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__855234-hd_1280_720_28fps.mp4;1280;720;1053;28.249;PEXELs__lb_firesmoke__855234-hd_1280_720_28fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FireNet/fire/FireNet__lb_firesmoke__FireVid68.mp4;1920;1080;180;25.48371874;FireNet__lb_firesmoke__FireVid68.mp4;FireNet;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video1.avi;2048;1536;9500;25.0;VSD3__lb_firesmoke__video1.avi;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video8.avi;2048;1536;7314;25.0;VSD3__lb_firesmoke__video8.avi;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__117075-710546413.mp4;1920;1080;335;25.0;PEXELs__lb_firesmoke__117075-710546413.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__163395-827856005.mp4;1920;1080;315;25.0;PEXELs__lb_firesmoke__163395-827856005.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__225245_small.mp4;1920;1080;338;25.0;PEXELs__lb_firesmoke__225245_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__2620043-hd_1920_1080_25fps.mp4;1920;1080;688;25.0;PEXELs__lb_firesmoke__2620043-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3192084-hd_1920_1080_25fps.mp4;1920;1080;250;25.0;PEXELs__lb_firesmoke__3192084-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3192197-hd_1920_1080_25fps.mp4;1920;1080;508;25.0;PEXELs__lb_firesmoke__3192197-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3628388-hd_1920_1080_25fps.mp4;1920;1080;188;25.0;PEXELs__lb_firesmoke__3628388-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__4440699-hd_1920_1080_25fps.mp4;1920;1080;216;25.0;PEXELs__lb_firesmoke__4440699-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__4684200-hd_1920_1080_25fps.mp4;1920;1080;663;25.0;PEXELs__lb_firesmoke__4684200-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5075224-hd_1920_1080_25fps.mp4;1920;1080;92;25.0;PEXELs__lb_firesmoke__5075224-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5419256-hd_1920_1080_25fps.mp4;1920;1080;1623;25.0;PEXELs__lb_firesmoke__5419256-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5698928-hd_1920_1080_25fps.mp4;1920;1080;448;25.0;PEXELs__lb_firesmoke__5698928-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5816532-hd_1920_1080_25fps.mp4;1920;1080;383;25.0;PEXELs__lb_firesmoke__5816532-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6024944-hd_1920_1080_25fps.mp4;1920;1080;853;25.0;PEXELs__lb_firesmoke__6024944-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__61413-498529688.mp4;1920;1080;391;25.0;PEXELs__lb_firesmoke__61413-498529688.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6775923-hd_1920_1080_25fps.mp4;1920;1080;754;25.0;PEXELs__lb_firesmoke__6775923-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__79911-570708342_small.mp4;1920;1080;1015;25.0;PEXELs__lb_firesmoke__79911-570708342_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__854070-hd_1920_1080_25fps.mp4;1920;1080;304;25.0;PEXELs__lb_firesmoke__854070-hd_1920_1080_25fps.mp4;PEXELs;firesmoke
