video_path;width;height;frame_count;fps;file_name;dataset_name;video_label
/mnt/c/Users/ha/Desktop/new_dataset/pool/Prof/Prof__lb_firesmoke__d3.mp4;1280;720;15594;30.00002693;Prof__lb_firesmoke__d3.mp4;Prof;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__11910087_1920_1080_30fps.mp4;1920;1080;1796;30;PEXELs__lb_firesmoke__11910087_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__214875_small.mp4;1920;1080;636;30;PEXELs__lb_firesmoke__214875_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__4525902-hd_1920_1080_30fps.mp4;1920;1080;1018;30;PEXELs__lb_firesmoke__4525902-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__47889-452144042.mp4;1920;1080;988;30;PEXELs__lb_firesmoke__47889-452144042.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__4824124-hd_1920_1080_30fps.mp4;1920;1080;398;30;PEXELs__lb_firesmoke__4824124-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__8064156-hd_1920_1080_30fps.mp4;1920;1080;259;30;PEXELs__lb_firesmoke__8064156-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__9416733-hd_1920_1080_30fps.mp4;1920;1080;41;30;PEXELs__lb_firesmoke__9416733-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FireNet/NoFire/FireNet__lb_none__NoFireVid7.mp4;1920;1080;86;30;FireNet__lb_none__NoFireVid7.mp4;FireNet;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video5.mp4;1280;720;9018;30;VSD3__lb_firesmoke__video5.mp4;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/Prof/Prof__lb_firesmoke__d0.mp4;1280;720;6300;30;Prof__lb_firesmoke__d0.mp4;Prof;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/Prof/Prof__lb_firesmoke__d1.mp4;1280;720;6600;30;Prof__lb_firesmoke__d1.mp4;Prof;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/Prof/Prof__lb_firesmoke__d2.mp4;1280;720;6750;30;Prof__lb_firesmoke__d2.mp4;Prof;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/Prof/Prof__lb_firesmoke__d4.mp4;1280;720;11400;30;Prof__lb_firesmoke__d4.mp4;Prof;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/Prof/Prof__lb_firesmoke__f6.mp4;1194;648;1747;30;Prof__lb_firesmoke__f6.mp4;Prof;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6768306-hd_1080_2048_30fps.mp4;1080;2048;613;30;PEXELs__lb_firesmoke__6768306-hd_1080_2048_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6768504-hd_1080_2048_30fps.mp4;1080;2048;747;30;PEXELs__lb_firesmoke__6768504-hd_1080_2048_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3138266-hd_1080_1920_30fps.mp4;1080;1920;1154;30;PEXELs__lb_firesmoke__3138266-hd_1080_1920_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__7131681-hd_1080_2048_30fps.mp4;720;1366;789;30;PEXELs__lb_firesmoke__7131681-hd_1080_2048_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_none__video11.avi;640;368;541;30;VSD3__lb_none__video11.avi;VSD3;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/neg/FIRESENSE__lb_none__negsVideo4.861.avi;640;368;1931;30;FIRESENSE__lb_none__negsVideo4.861.avi;FIRESENSE;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/neg/FIRESENSE__lb_none__negsVideo7.864.avi;640;368;541;30;FIRESENSE__lb_none__negsVideo7.864.avi;FIRESENSE;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video7.mp4;640;360;2878;30;VSD3__lb_firesmoke__video7.mp4;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/smoke_videos.1407/pos/FIRESENSE__lb_smoketestpos09.825.avi;640;360;828;30;FIRESENSE__lb_smoketestpos09.825.avi;FIRESENSE;smoketestpos09.825.avi
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_005.avi;600;336;5724;30;FiSmo__lb_firesmoke__fireVid_005.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_009.avi;600;336;6908;30;FiSmo__lb_firesmoke__fireVid_009.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_011.avi;600;336;5815;30;FiSmo__lb_firesmoke__fireVid_011.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_012.avi;600;336;5608;30;FiSmo__lb_firesmoke__fireVid_012.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_014.avi;600;336;8966;30;FiSmo__lb_firesmoke__fireVid_014.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_015.avi;600;336;8031;30;FiSmo__lb_firesmoke__fireVid_015.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_016.avi;600;336;929;30;FiSmo__lb_firesmoke__fireVid_016.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_023.avi;600;336;6653;30;FiSmo__lb_firesmoke__fireVid_023.avi;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/neg/FIRESENSE__lb_none__negsVideo5.862.avi;480;368;439;30;FIRESENSE__lb_none__negsVideo5.862.avi;FIRESENSE;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/Visor_dataset/Visor__lb_smoke__1197283983165_01_ballistic.avi;320;240;347;30;Visor__lb_smoke__1197283983165_01_ballistic.avi;Visor;smoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FireNet/NoFire/FireNet__lb_none__NoFireVid15.mp4;1280;720;39;29.99384742;FireNet__lb_none__NoFireVid15.mp4;FireNet;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video4.mp4;1920;1080;1419;29.98326515;VSD3__lb_firesmoke__video4.mp4;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FireNet/NoFire/FireNet__lb_none__NoFireVid4.mp4;400;222;454;29.977066;FireNet__lb_none__NoFireVid4.mp4;FireNet;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__11574636-hd_1920_1080_30fps.mp4;1920;1080;1569;29.97002997;PEXELs__lb_firesmoke__11574636-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__11584960-hd_1920_1080_30fps.mp4;1920;1080;2147;29.97002997;PEXELs__lb_firesmoke__11584960-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__125899-735656332.mp4;1920;1080;1713;29.97002997;PEXELs__lb_firesmoke__125899-735656332.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__133858-758182528_small.mp4;1920;1080;600;29.97002997;PEXELs__lb_firesmoke__133858-758182528_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__14121175-hd_1920_1080_30fps.mp4;1920;1080;529;29.97002997;PEXELs__lb_firesmoke__14121175-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__14121184-hd_1920_1080_30fps.mp4;1920;1080;591;29.97002997;PEXELs__lb_firesmoke__14121184-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__153663-805688996_small.mp4;1920;1080;1001;29.97002997;PEXELs__lb_firesmoke__153663-805688996_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__17469008-hd_1920_1080_30fps.mp4;1920;1080;961;29.97002997;PEXELs__lb_firesmoke__17469008-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__217739_small.mp4;1920;1080;1799;29.97002997;PEXELs__lb_firesmoke__217739_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__224207_small.mp4;1920;1080;247;29.97002997;PEXELs__lb_firesmoke__224207_small.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3211457-hd_1920_1080_30fps.mp4;1920;1080;1835;29.97002997;PEXELs__lb_firesmoke__3211457-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__3490083-hd_1920_1080_30fps.mp4;1920;1080;578;29.97002997;PEXELs__lb_firesmoke__3490083-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5470456-hd_1920_1080_30fps.mp4;1920;1080;1358;29.97002997;PEXELs__lb_firesmoke__5470456-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5488780-hd_1920_1080_30fps.mp4;1920;1080;1921;29.97002997;PEXELs__lb_firesmoke__5488780-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5509723-hd_1920_1080_30fps.mp4;1920;1080;273;29.97002997;PEXELs__lb_firesmoke__5509723-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5826368-hd_1920_1080_30fps.mp4;1920;1080;1494;29.97002997;PEXELs__lb_firesmoke__5826368-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6218554-hd_1920_1080_30fps.mp4;1920;1080;648;29.97002997;PEXELs__lb_firesmoke__6218554-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__62402-504238747_medium.mp4;1920;1080;172;29.97002997;PEXELs__lb_firesmoke__62402-504238747_medium.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6967877-hd_1920_1080_30fps.mp4;1920;1080;892;29.97002997;PEXELs__lb_firesmoke__6967877-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/fire video/VSD3__lb_firesmoke__video6.mp4;1280;720;5667;29.97002997;VSD3__lb_firesmoke__video6.mp4;VSD3;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__10999881-hd_1920_1080_30fps.mp4;1280;720;320;29.97002997;PEXELs__lb_firesmoke__10999881-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__41348-429396499_large.mp4;1280;720;680;29.97002997;PEXELs__lb_firesmoke__41348-429396499_large.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5503417-hd_1280_720_30fps.mp4;1280;720;454;29.97002997;PEXELs__lb_firesmoke__5503417-hd_1280_720_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6186411-hd_1920_1080_30fps.mp4;1280;720;930;29.97002997;PEXELs__lb_firesmoke__6186411-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6968181-hd_1920_1080_30fps.mp4;1280;720;1110;29.97002997;PEXELs__lb_firesmoke__6968181-hd_1920_1080_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__5758682-hd_1080_1920_30fps.mp4;1080;1920;573;29.97002997;PEXELs__lb_firesmoke__5758682-hd_1080_1920_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__6283922-hd_1080_1920_30fps.mp4;1080;1920;1195;29.97002997;PEXELs__lb_firesmoke__6283922-hd_1080_1920_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__8943204-hd_1080_1920_30fps.mp4;1080;1920;534;29.97002997;PEXELs__lb_firesmoke__8943204-hd_1080_1920_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/pexels/PEXELs__lb_firesmoke__17429991-hd_1080_1920_30fps.mp4;720;1280;421;29.97002997;PEXELs__lb_firesmoke__17429991-hd_1080_1920_30fps.mp4;PEXELs;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/smoke_videos.1407/pos/FIRESENSE__lb_smoketestpos02.818.avi;640;424;1728;29.97002997;FIRESENSE__lb_smoketestpos02.818.avi;FIRESENSE;smoketestpos02.818.avi
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/neg/FIRESENSE__lb_none__negsVideo8.865.avi;640;352;3761;29.97002997;FIRESENSE__lb_none__negsVideo8.865.avi;FIRESENSE;none
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_003.mp4;480;360;4139;29.97002997;FiSmo__lb_firesmoke__fireVid_003.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_006.mp4;480;360;4177;29.97002997;FiSmo__lb_firesmoke__fireVid_006.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/pos/FIRESENSE__lb_fire__posVideo2.871.avi;480;272;510;29.97002997;FIRESENSE__lb_fire__posVideo2.871.avi;FIRESENSE;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/pos/FIRESENSE__lb_fire__posVideo3.872.avi;480;272;381;29.97002997;FIRESENSE__lb_fire__posVideo3.872.avi;FIRESENSE;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/pos/FIRESENSE__lb_fire__posVideo4.873.avi;480;272;1655;29.97002997;FIRESENSE__lb_fire__posVideo4.873.avi;FIRESENSE;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/pos/FIRESENSE__lb_fire__posVideo5.874.avi;480;272;2406;29.97002997;FIRESENSE__lb_fire__posVideo5.874.avi;FIRESENSE;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/pos/FIRESENSE__lb_fire__posVideo8.877.avi;480;272;513;29.97002997;FIRESENSE__lb_fire__posVideo8.877.avi;FIRESENSE;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/FIRESENSE/fire_videos.1406/pos/FIRESENSE__lb_fire__posVideo9.878.avi;480;272;663;29.97002997;FIRESENSE__lb_fire__posVideo9.878.avi;FIRESENSE;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/FiSmo/FireVid/FireVid/videos/FiSmo__lb_firesmoke__fireVid_017.mp4;448;336;4122;29.97002997;FiSmo__lb_firesmoke__fireVid_017.mp4;FiSmo;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/bilkent_VisiFire/Fire Clips/bilkent_VisiFire__lb_fire__40m_PanFire_20060824.avi;320;240;140;29.97002997;bilkent_VisiFire__lb_fire__40m_PanFire_20060824.avi;bilkent_VisiFire;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/Mivia_fire/Mivia__lb_fire__fire2.avi;320;240;140;29.97002997;Mivia__lb_fire__fire2.avi;Mivia;fire
/mnt/c/Users/ha/Desktop/new_dataset/pool/Visor_dataset/Visor__lb_smoke__1197283985149_02_explosion.avi;320;240;210;29.97002997;Visor__lb_smoke__1197283985149_02_explosion.avi;Visor;smoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__case2_house.mp4;1920;1080;904;29.97;FURG__lb_firesmoke__case2_house.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__barbecue.mp4;1280;720;902;29.97;FURG__lb_firesmoke__barbecue.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__hand_held_batteries_night.mp4;1280;720;615;29.97;FURG__lb_firesmoke__hand_held_batteries_night.mp4;FURG;firesmoke
/mnt/c/Users/ha/Desktop/new_dataset/pool/furg-fire/furg-fire-dataset-master/FURG__lb_firesmoke__hand_held_camera_wildfire.mp4;1280;720;773;29.97;FURG__lb_firesmoke__hand_held_camera_wildfire.mp4;FURG;firesmoke
